Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,1,de leon guimaraes da silva hugo,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,3,chaboissant anatole,3,1,3,16,-,-,-,-,.,.,2,-,-,2,100%,1
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,4,henno mathis,13,6,5,14,3,2,24,3,50%,42%,24,2,-,11,46%,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,5,magnin simon,1,1,1,5,-,1,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,7,huetz françois,9,3,6,6,2,-,1,-,100%,100%,11,1,-,7,64%,2
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,8,atia maxence (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,11,bayo mamadou,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,13,lemeur tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,14,bonon romain,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,15,de oliveira montes da silva petrus,3,1,1,12,1,-,1,-,0%,0%,2,1,-,1,50%,2
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,16,neves atu chizoba eduardo,14,4,6,11,6,-,-,-,.,.,30,1,1,14,47%,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,17,lopez pascual tomas,10,3,8,11,1,-,14,-,71%,57%,20,-,1,9,45%,1
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,19,massimino franco (l),-,-,-,-,-,-,10,-,80%,70%,-,-,-,-,.,-
7446,2024-03-01,nantes rezé,henno hubert,trocardière rezé,,totals,53,19,29,76,14,3,50,3,62%,52%,89,5,2,44,49%,6
