Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,1,quinquis ugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,2,karyagin denis,-,-,-1,2,1,-,9,-,33%,22%,6,-,-,-,0%,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,4,michel axel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,7,chirivino  maximiliano,1,1,1,15,-,1,-,-,.,.,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,8,feral nathan,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,9,picard  tom,11,8,4,11,1,-,13,2,38%,15%,24,2,2,8,33%,3
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,10,hervoir maxime,17,7,11,17,3,3,24,1,25%,4%,22,1,1,14,64%,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,11,winkelmuller julien,19,6,14,21,1,1,-,-,.,.,36,2,2,17,47%,1
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,12,krage florian,11,2,7,17,3,-,-,-,.,.,10,-,1,9,90%,2
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,15,nack minyem lohan,6,1,2,7,3,-,1,-,0%,0%,6,1,-,3,50%,3
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,18,santucci facundo (l),-,-,-1,-,-,-,21,1,67%,43%,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,19,bouchez alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7307,2023-11-04,toulouse,duflos patrick,pierre charpy paris 13,,totals,65,25,36,94,13,5,68,4,41%,21%,104,6,6,51,49%,9
