Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,1,demirovic eldin,2,1,-,5,2,1,1,-,100%,0%,1,-,-,1,100%,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,2,phelut corentin (l),-,-,-2,-,-,-,23,2,65%,30%,-,-,-,-,.,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,6,morillon théo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,7,da silva cédric,2,-,1,12,1,-,1,-,0%,0%,3,-,-,2,67%,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,8,alleix lucas,-,-,-,-,-,-,1,-,100%,100%,-,-,-,-,.,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,10,walgenwitz dimitri,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,12,bonnefoy gauthier,12,6,7,11,1,-,33,1,55%,21%,24,-,3,10,42%,2
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,13,lilembo lucas,11,1,3,10,2,-,1,-,100%,0%,30,4,2,11,37%,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,14,bultor daryl,9,1,1,11,4,1,1,-,0%,0%,15,2,2,7,47%,1
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,17,gempin grégory,12,4,9,11,1,-,24,1,33%,21%,26,-,1,11,42%,1
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,18,guerin augustin,10,2,6,14,2,1,-,-,.,.,14,-,2,8,57%,1
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,20,toure ibrahim,1,-,-1,4,1,-,-,-,.,.,5,-,1,1,20%,-
7390,2024-01-06,saint-jean d'illac,guechou anisse,chaban delmas castelnau-le-lez,,totals,59,15,24,79,14,3,85,4,52%,24%,118,6,11,51,43%,5
