Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,2,christiany denis,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,3,tizi oualou amir,1,1,-2,15,2,1,-,-,.,.,2,1,-,-,0%,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,4,quiot florent (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,5,reichert moritz,23,7,17,20,1,2,28,1,43%,32%,37,2,2,21,57%,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,6,demyanenko danny,12,3,8,16,4,-,2,-,100%,50%,10,-,-,8,80%,4
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,7,gomez german,1,-,-1,3,2,-,2,-,100%,100%,3,-,-,1,33%,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,8,halagahu pierre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,9,corre raphaël,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,10,ruiz posadas daniel (l),-,-,-2,-,-,-,25,2,60%,36%,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,11,seddik joris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,12,spano nathan,-,-,-,4,-,-,-,-,.,.,-,-,-,-,.,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,14,le goff nicolas,16,6,16,11,-,-,1,-,0%,0%,16,-,-,10,63%,6
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,17,marttila luka,9,1,-2,12,3,-,27,3,33%,15%,23,4,1,9,39%,-
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,74,dimitrov dimitar,15,1,9,14,6,-,-,-,.,.,29,-,-,14,48%,1
7346,2023-12-02,montpellier,tubertini lorenzo,chaban delmas castelnau-le-lez,,totals,77,19,43,95,18,3,85,6,47%,29%,120,7,3,63,53%,11
