Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,1,louchart edouard,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,2,loubeyre thibault (l),-,-,-1,-,-,-,30,1,73%,37%,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,4,rodrigues wan der maas robson,18,3,8,18,4,-,32,2,56%,31%,30,3,1,17,57%,1
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,5,hristoskov petar valentinov,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,6,lavigne tom,8,3,3,14,3,2,-,-,.,.,16,1,1,5,31%,1
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,7,giraudo matias,3,1,-,18,3,1,1,-,0%,0%,2,-,-,2,100%,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,9,fasteland rune,13,5,7,14,3,1,2,-,0%,0%,15,2,1,8,53%,4
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,11,roehrig simon,10,5,6,12,2,-,3,-,100%,33%,9,2,-,4,44%,6
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,13,luaki tomasi,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,14,freimanis gustavs,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,15,dalle quentin (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,16,koukartsev pablo,5,1,-3,9,1,1,-,-,.,.,14,3,4,4,29%,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,17,barnes ryley,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,19,quiroga lozada gonzalo,20,6,14,14,4,1,19,-,47%,21%,30,1,1,17,57%,2
7385,2024-01-06,tourcoing,rougeyron dorian,stab vélodrome roubaix,,totals,77,24,34,99,20,6,87,3,60%,30%,116,12,8,57,49%,14
