Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,1,de leon guimaraes da silva hugo,13,5,7,18,-,1,2,-,100%,0%,27,-,6,12,44%,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,3,chaboissant anatole,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,4,henno mathis,25,10,13,16,5,2,20,1,35%,20%,45,2,4,21,47%,2
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,5,magnin simon,7,1,1,15,4,-,-,-,.,.,9,-,2,6,67%,1
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,7,huetz françois,11,6,2,19,7,1,1,-,100%,100%,10,2,-,7,70%,3
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,13,lemeur tanguy (l),-,-,-3,-,-,-,35,3,51%,34%,-,-,-,-,.,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,14,bonon romain,1,1,-,13,-,-,1,1,0%,0%,1,-,-,-,0%,1
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,15,de oliveira montes da silva petrus,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,16,neves atu chizoba eduardo,2,-,1,3,1,-,-,-,.,.,3,-,-,2,67%,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,17,lopez pascual tomas,11,2,4,20,2,-,26,2,50%,31%,21,1,2,10,48%,1
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,19,massimino franco,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7464,2024-03-23,nantes rezé,henno hubert,chaban delmas castelnau-le-lez,,totals,70,25,25,106,19,4,85,7,48%,29%,116,5,14,58,50%,8
