Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,1,ewert jordan,21,8,13,18,3,-,25,3,44%,28%,30,2,-,15,50%,6
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,2,halle titouan,10,5,3,10,3,-,11,1,36%,18%,18,-,3,9,50%,1
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,3,burel nicolas,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,4,mendes spencer helder roni,12,4,9,13,3,-,-,-,.,.,9,-,-,8,89%,4
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,5,ensing kyle,16,8,9,19,4,2,1,-,100%,0%,24,1,2,12,50%,2
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,6,leon henri ,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,10,varier liam,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,11,schnitzer jordan,10,3,7,13,3,-,-,-,.,.,12,-,-,8,67%,2
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,12,martins lourenco,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,13,isaacson quinn,-,-,-1,13,1,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,15,taramini audric,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,16,duee ludovic (l),-,-,-1,-,-,-,24,1,50%,21%,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,18,mortier hugo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,19,zeljkovic ivan,1,1,-1,6,2,1,1,-,0%,0%,1,-,-,-,0%,-
7718,2024-04-24,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,,totals,70,29,38,95,19,3,62,5,45%,23%,94,3,5,52,55%,15
