Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,3,faganas julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,5,nascimento dos santos leandro,11,6,10,14,1,-,2,-,50%,50%,9,-,-,8,89%,3
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,6,pothron antoine,9,5,1,13,3,2,17,-,47%,29%,18,5,-,5,28%,2
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,7,ramon luca (l),-,-,-2,-,-,-,22,2,32%,27%,-,-,-,-,.,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,9,mendez nicolas,14,4,7,15,4,-,25,1,56%,48%,24,1,1,12,50%,2
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,10,drame neto aboubacar,13,4,-2,21,8,1,-,-,.,.,38,5,2,12,32%,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,11,tammearu märt,7,-,3,9,3,-,15,-,53%,33%,13,-,1,7,54%,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,14,prevert  gildas,-,-,-3,4,2,-,-,-,.,.,1,-,1,-,0%,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,17,coric zeljko,3,2,-,19,3,-,-,-,.,.,2,-,-,2,100%,1
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,19,strehlau alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,22,parkinson michael,12,3,7,10,2,-,3,-,100%,33%,15,1,2,7,47%,5
7340,2023-11-26,tours,fronckowiak marcelo,trocardière rezé,,totals,69,24,21,105,26,3,84,3,49%,36%,120,12,7,53,44%,13
