Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,1,ossart raphaël,1,1,-,5,1,1,-,-,.,.,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,2,motta paes kellian,3,2,1,20,2,-,1,-,0%,0%,5,-,-,2,40%,1
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,3,kai masato,1,-,-2,5,2,-,-,-,.,.,1,-,1,-,0%,1
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,4,renaud dimitri (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,8,kovacevic nikola,-,-,-3,-,-,-,2,1,50%,0%,2,1,1,-,0%,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,9,leclercq wenceslas,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,11,corosine caelis,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,13,miyaura kento ,20,9,7,22,7,3,-,-,.,.,29,3,3,15,52%,2
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,14,maase lukas,9,3,4,19,4,1,3,-,100%,0%,14,1,-,6,43%,2
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,17,panou joachim,17,3,7,17,4,-,26,3,50%,23%,31,-,3,13,42%,4
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,18,jurkovics mathaus,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,20,conde barrios lucas,19,7,13,7,1,-,28,1,54%,25%,33,2,2,17,52%,2
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,21,kapur milorad (l),-,-,-3,-,-,-,24,3,54%,25%,-,-,-,-,.,-
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,24,wetter daniel,11,2,7,13,2,-,4,1,50%,0%,12,1,-,7,58%,4
7453,2024-03-09,paris,matijasevic nikola,pierre charpy paris 13,,totals,81,27,30,109,24,5,88,9,53%,22%,127,8,10,60,47%,16
