Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,2,kovacevic filip,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,3,bostan arda,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,5,valencia gonzalez edson alberto ,22,5,16,20,2,2,-,-,.,.,28,3,1,17,61%,3
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,8,patte liam,9,5,4,15,1,2,33,-,52%,21%,21,2,2,7,33%,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,10,dagostino kyle (l),-,-,-1,-,-,-,19,1,58%,26%,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,11,dijoud tanguy,7,2,3,16,3,-,-,-,.,.,9,-,1,5,56%,2
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,12,kolev nikolay,10,5,7,15,2,-,-,-,.,.,11,-,1,7,64%,3
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,13,njok samuel,2,1,-2,16,4,-,2,-,0%,0%,3,-,-,2,67%,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,16,rodriguez kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,17,faua pita,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,21,tatarov georgi,17,8,5,15,4,1,18,2,28%,11%,37,2,4,15,41%,1
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,22,almarcha valentin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7359,2023-12-09,narbonne,redwitz rafael,arena narbonne,,totals,67,26,32,97,16,5,72,3,46%,19%,109,7,9,53,49%,9
