Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,1,gonzalez panton javier,2,-,1,9,-,-,1,1,0%,0%,3,-,-,2,67%,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,2,le meur lilian (l),-,-,-1,-,-,-,21,1,43%,14%,-,-,-,-,.,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,5,cudeville nathan (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,6,koprivica lazar,9,2,8,9,-,-,16,-,69%,13%,15,-,1,9,60%,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,7,mora hugo,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,9,machado paolinetti luis,5,1,1,3,1,-,1,-,0%,0%,10,1,2,5,50%,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,10,medina franco valentin,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,12,ah kong rodney-ken,6,2,5,7,1,-,-,-,.,.,7,-,-,5,71%,1
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,15,hirsch simon,8,1,-,11,3,-,-,-,.,.,21,3,2,8,38%,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,17,todua valerii,8,1,7,9,1,-,2,-,100%,0%,10,-,-,8,80%,-
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,23,schalk mattéo,9,3,-1,10,4,-,18,2,39%,6%,15,3,1,7,47%,2
7377,2023-12-30,nice,chalendar fabrice,pierre charpy paris 13,,totals,47,10,20,63,10,-,59,4,49%,10%,81,7,6,44,54%,3
