Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,1,mosquera galvis ronnie stewar,-,-,-1,2,1,-,1,-,100%,0%,-,-,-,-,.,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,4,hoff mikkel,3,3,-1,11,3,1,1,-,100%,0%,2,-,1,1,50%,1
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,6,lopez rios josue de jesus ,6,1,-2,16,3,-,18,1,50%,28%,19,3,1,5,26%,1
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,7,cagliari daniel,10,1,3,10,2,1,1,1,0%,0%,23,1,3,9,39%,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,8,patte liam,2,1,1,4,-,-,4,1,25%,25%,4,-,-,2,50%,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,11,dijoud tanguy,3,2,1,8,2,1,-,-,.,.,3,-,-,1,33%,1
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,12,kolev nikolay,8,2,7,12,1,-,-,-,.,.,9,-,-,6,67%,2
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,13,njok samuel,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,16,rodriguez kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,21,tatarov georgi,14,6,7,9,2,1,17,2,35%,18%,29,1,2,11,38%,2
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,22,almarcha valentin (l),-,-,-8,-,-,-,35,8,20%,11%,-,-,-,-,.,-
7433,2024-02-17,narbonne,redwitz rafael,trocardière rezé,,totals,46,16,7,74,14,4,77,13,32%,17%,89,5,7,35,39%,7
