Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,2,cannessant tom (l),-,-,-,-,-,-,11,-,64%,36%,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,3,noda blanco sergio (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,5,concepcion rojas javier octavio,10,6,7,10,1,1,2,-,0%,0%,11,1,1,7,64%,2
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,6,elser  mathias,7,3,3,13,2,2,13,1,38%,31%,13,1,-,5,38%,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,8,walsh brett,2,2,2,14,-,1,-,-,.,.,1,-,-,1,100%,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,10,thoral thibaut,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,11,brahim adam,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,15,raptis alexandros,12,6,5,13,2,1,25,2,40%,28%,18,1,2,8,44%,3
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,17,toy metin,15,3,11,12,2,1,1,-,0%,0%,23,-,2,12,52%,2
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,21,howe jackson,6,1,2,9,3,-,1,-,100%,100%,6,-,1,5,83%,1
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,22,piskacek ondrej,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,23,roatta maxime,1,1,1,3,-,1,-,-,.,.,-,-,-,-,.,-
7288,2023-10-21,poitiers,donat brice,espace omnisports plessis-robinson,,totals,53,22,31,74,10,7,53,3,43%,30%,72,3,6,38,53%,8
