Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,1,worsley joseph,1,1,-,17,1,-,-,-,.,.,1,-,-,-,0%,1
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,2,durand théo (l),-,-,-1,-,-,-,22,1,64%,36%,-,-,-,-,.,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,4,liot tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,5,marshman michael,13,6,10,18,2,1,1,-,100%,0%,17,1,-,10,59%,2
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,7,suihkonen niko,5,1,-,9,1,1,10,1,40%,30%,12,2,1,4,33%,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,9,toledo pierre,14,7,7,12,2,1,1,-,100%,0%,22,2,3,11,50%,2
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,10,mc donnell daniel,9,2,5,14,4,-,1,-,0%,0%,10,-,-,8,80%,1
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,12,almeida cardoso victor,19,6,9,12,4,1,28,2,32%,14%,29,-,4,17,59%,1
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,15,gasman patrick,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,16,sestan filip,9,3,5,11,2,1,9,-,78%,33%,14,-,2,8,57%,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,19,closter sebastian (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,23,indra patrik,3,1,-2,4,1,1,-,-,.,.,8,1,3,1,13%,1
7432,2024-02-17,chaumont,prandi silvano,palestra chaumont,,totals,73,27,33,97,17,6,72,4,50%,25%,113,6,13,59,52%,8
