Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,1,worsley joseph,2,1,1,12,1,-,-,-,.,.,2,-,-,2,100%,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,2,durand théo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,4,liot tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,5,marshman michael,7,3,6,12,-,1,1,-,100%,100%,11,-,1,4,36%,2
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,7,suihkonen niko,7,2,3,14,2,1,15,2,40%,27%,12,-,-,5,42%,1
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,9,toledo pierre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,10,mc donnell daniel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,12,almeida cardoso victor,16,7,5,10,2,-,18,3,44%,17%,24,4,2,15,63%,1
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,15,gasman patrick,6,3,5,14,1,2,1,-,0%,0%,4,-,-,4,100%,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,16,sestan filip,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,19,closter sebastian (l),-,-,-1,-,-,-,12,1,42%,25%,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,20,lecat julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,23,indra patrik,15,6,13,11,2,1,-,-,.,.,17,-,-,13,76%,1
7354,2023-12-05,chaumont,prandi silvano,palestra chaumont,,totals,53,22,32,73,8,5,47,6,43%,23%,70,4,3,43,61%,5
