Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,1,demirovic eldin,17,5,7,15,1,1,19,2,32%,5%,26,2,5,15,58%,1
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,5,lefaivre lohan,2,1,-4,2,1,-,7,2,14%,14%,5,1,2,1,20%,1
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,6,morillon théo (l),-,-,-,-,-,-,16,-,38%,13%,-,-,-,-,.,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,7,da silva cédric,3,2,-,12,3,1,1,-,0%,0%,2,-,-,1,50%,1
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,8,alleix lucas,3,1,-5,11,1,-,43,1,49%,12%,18,2,4,3,17%,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,9,tessier lucas,-,-,-3,1,-,-,1,-,0%,0%,6,-,3,-,0%,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,10,walgenwitz dimitri,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,13,lilembo lucas,14,7,6,18,1,3,-,-,.,.,31,3,4,10,32%,1
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,14,bultor daryl,14,4,7,13,2,1,-,-,.,.,22,2,3,11,50%,2
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,18,guerin augustin,12,3,9,16,1,1,-,-,.,.,15,1,1,10,67%,1
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,19,demar jonas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,20,toure ibrahim,1,-,1,1,-,-,-,-,.,.,2,-,-,1,50%,-
7312,2023-11-07,saint-jean d'illac,guechou anisse,pierre favre saint-jean d'illac,,totals,66,23,18,91,10,7,87,5,39%,10%,127,11,22,52,41%,7
