Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,1,worsley joseph,3,3,-,21,3,-,-,-,.,.,2,-,-,2,100%,1
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,2,durand théo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,4,liot tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,5,marshman michael,15,5,13,21,1,1,-,-,.,.,15,1,-,11,73%,3
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,7,suihkonen niko,9,1,3,16,1,-,38,2,76%,47%,26,1,2,8,31%,1
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,9,toledo pierre,-,-,-,-,-,-,-,-,.,.,3,-,-,-,0%,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,10,mc donnell daniel,7,2,4,8,3,-,-,-,.,.,11,-,-,5,45%,2
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,12,almeida cardoso victor,3,1,-3,8,3,-,5,-,80%,40%,8,1,2,3,38%,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,15,gasman patrick,3,2,-1,10,2,2,1,-,0%,0%,7,2,-,1,14%,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,16,sestan filip,10,2,3,11,2,1,19,2,63%,32%,25,3,-,9,36%,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,19,closter sebastian (l),-,-,-,-,-,-,21,-,57%,29%,-,-,-,-,.,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,20,lecat julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,23,indra patrik,27,4,21,15,2,1,-,-,.,.,43,2,2,25,58%,1
7308,2023-11-07,chaumont,prandi silvano,palestra chaumont,,totals,77,20,40,110,17,5,84,4,68%,38%,140,10,6,64,46%,8
