league,match_id,season,date,teamA,teamB,scoreA,scoreB,setA_1,setA_2,setA_3,setA_4,setA_5,setB_1,setB_2,setB_3,setB_4,setB_5
Nation's League,11700,2021,2021-05-28,FRA,BUL,3,0,27,25,25,,,25,21,23,,
Nation's League,11701,2021,2021-05-28,GER,AUS,3,0,25,25,25,,,19,18,16,,
Nation's League,11702,2021,2021-05-28,JPN,IRI,3,0,25,25,26,,,19,22,24,,
Nation's League,11703,2021,2021-05-28,SRB,SLO,3,1,22,25,36,25,,25,18,34,18,
Nation's League,11704,2021,2021-05-28,NED,RUS,1,3,19,22,25,20,,25,25,18,25,
Nation's League,11705,2021,2021-05-28,USA,CAN,3,0,25,26,25,,,17,24,20,,
Nation's League,11706,2021,2021-05-28,POL,ITA,3,0,25,25,25,,,19,20,18,,
Nation's League,11707,2021,2021-05-28,BRA,ARG,3,0,31,26,25,,,29,24,16,,
Nation's League,11708,2021,2021-05-29,GER,FRA,2,3,25,22,25,16,15,22,25,22,25,17
Nation's League,11709,2021,2021-05-29,IRI,RUS,1,3,17,25,20,17,,25,20,25,25,
Nation's League,11710,2021,2021-05-29,NED,JPN,2,3,25,25,22,17,8,22,23,25,25,15
Nation's League,11711,2021,2021-05-29,AUS,BUL,0,3,21,20,20,,,25,25,25,,
Nation's League,11712,2021,2021-05-29,POL,SRB,3,1,26,25,21,25,,24,19,25,15,
Nation's League,11713,2021,2021-05-29,ITA,SLO,0,3,23,19,15,,,25,25,25,,
Nation's League,11714,2021,2021-05-29,ARG,CAN,0,3,17,21,17,,,25,25,25,,
Nation's League,11715,2021,2021-05-29,USA,BRA,0,3,22,23,19,,,25,25,25,,
Nation's League,11716,2021,2021-05-30,AUS,FRA,1,3,26,25,14,23,,28,20,25,25,
Nation's League,11717,2021,2021-05-30,NED,IRI,0,3,18,23,28,,,25,25,30,,
Nation's League,11718,2021,2021-05-30,GER,BUL,3,2,19,25,22,30,15,25,21,25,28,11
Nation's League,11719,2021,2021-05-30,RUS,JPN,2,3,26,28,25,21,14,28,26,20,25,16
Nation's League,11720,2021,2021-05-30,USA,ARG,3,1,23,25,25,25,,25,21,15,19,
Nation's League,11721,2021,2021-05-30,CAN,BRA,1,3,17,20,25,25,,25,25,22,27,
Nation's League,11722,2021,2021-05-30,POL,SLO,1,3,22,25,19,23,,25,23,25,25,
Nation's League,11723,2021,2021-05-30,SRB,ITA,3,1,25,22,25,25,,23,25,22,18,
Nation's League,11724,2021,2021-06-03,GER,ARG,2,3,19,25,25,23,13,25,23,17,25,15
Nation's League,11725,2021,2021-06-03,IRI,CAN,3,1,22,25,25,25,,25,22,22,22,
Nation's League,11726,2021,2021-06-03,JPN,SRB,1,3,25,23,22,13,,18,25,25,25,
Nation's League,11727,2021,2021-06-03,BRA,FRA,0,3,37,18,28,,,39,25,30,,
Nation's League,11728,2021,2021-06-03,NED,SLO,0,3,18,15,18,,,25,25,25,,
Nation's League,11729,2021,2021-06-03,AUS,POL,0,3,16,10,12,,,25,25,25,,
Nation's League,11730,2021,2021-06-03,ITA,BUL,3,2,25,20,25,23,15,19,25,13,25,12
Nation's League,11731,2021,2021-06-03,RUS,USA,3,1,25,25,17,25,,22,19,25,19,
Nation's League,11732,2021,2021-06-04,ARG,SLO,0,3,19,22,18,,,25,25,25,,
Nation's League,11733,2021,2021-06-04,NED,GER,3,2,25,23,25,23,15,18,25,20,25,13
Nation's League,11734,2021,2021-06-04,BRA,JPN,3,0,25,25,25,,,20,16,20,,
Nation's League,11735,2021,2021-06-04,SRB,FRA,3,2,22,24,25,25,15,25,26,22,23,9
Nation's League,11736,2021,2021-06-04,IRI,ITA,3,1,26,29,21,25,,24,27,25,22,
Nation's League,11737,2021,2021-06-04,POL,USA,3,0,25,28,25,,,17,26,17,,
Nation's League,11738,2021,2021-06-04,RUS,AUS,3,0,25,26,25,,,19,24,21,,
Nation's League,11739,2021,2021-06-04,CAN,BUL,3,0,28,25,25,,,26,23,16,,
Nation's League,11740,2021,2021-06-05,NED,ARG,0,3,19,20,23,,,25,25,25,,
Nation's League,11741,2021,2021-06-05,SLO,GER,1,3,25,20,21,20,,19,25,25,25,
Nation's League,11742,2021,2021-06-05,FRA,JPN,3,2,21,25,24,25,15,25,22,26,21,11
Nation's League,11743,2021,2021-06-05,BRA,SRB,3,1,23,25,25,25,,25,23,15,22,
Nation's League,11744,2021,2021-06-05,RUS,POL,1,3,25,19,19,14,,21,25,25,25,
Nation's League,11745,2021,2021-06-05,USA,AUS,3,0,25,25,25,,,23,20,17,,
Nation's League,11746,2021,2021-06-05,BUL,IRI,0,3,20,31,22,,,25,33,25,,
Nation's League,11747,2021,2021-06-05,CAN,ITA,2,3,19,21,25,28,11,25,25,21,26,15
Nation's League,11748,2021,2021-06-09,SRB,GER,3,1,19,25,25,25,,25,22,18,15,
Nation's League,11749,2021,2021-06-09,JPN,AUS,3,1,25,21,28,26,,18,25,26,24,
Nation's League,11750,2021,2021-06-09,FRA,RUS,3,1,22,25,30,25,,25,18,28,19,
Nation's League,11751,2021,2021-06-09,SLO,CAN,3,0,25,25,25,,,22,19,22,,
Nation's League,11752,2021,2021-06-09,ARG,ITA,0,3,28,21,20,,,30,25,25,,
Nation's League,11753,2021,2021-06-09,IRI,USA,3,0,25,25,25,,,19,23,23,,
Nation's League,11754,2021,2021-06-09,POL,BUL,3,0,25,25,25,,,19,15,12,,
Nation's League,11755,2021,2021-06-09,NED,BRA,0,3,19,22,25,,,25,25,27,,
Nation's League,11756,2021,2021-06-10,SRB,IRI,3,2,21,25,26,25,15,25,15,28,22,8
Nation's League,11757,2021,2021-06-10,RUS,CAN,3,1,25,25,23,25,,18,18,25,23,
Nation's League,11758,2021,2021-06-10,FRA,SLO,2,3,25,25,23,19,9,17,19,25,25,15
Nation's League,11759,2021,2021-06-10,ARG,AUS,3,0,25,25,25,,,18,19,20,,
Nation's League,11760,2021,2021-06-10,GER,USA,0,3,12,18,27,,,25,25,29,,
Nation's League,11761,2021,2021-06-10,BUL,BRA,0,3,16,22,12,,,25,25,25,,
Nation's League,11762,2021,2021-06-10,JPN,ITA,3,2,21,25,22,25,15,25,22,25,15,9
Nation's League,11763,2021,2021-06-10,POL,NED,3,0,25,25,25,,,14,17,16,,
Nation's League,11764,2021,2021-06-11,IRI,GER,2,3,25,20,19,25,13,23,25,25,19,15
Nation's League,11765,2021,2021-06-11,SLO,RUS,3,2,19,25,22,25,15,25,23,25,20,8
Nation's League,11766,2021,2021-06-11,JPN,ARG,1,3,32,16,18,21,,30,25,25,25,
Nation's League,11767,2021,2021-06-11,NED,BUL,2,3,18,25,25,22,13,25,18,17,25,15
Nation's League,11768,2021,2021-06-11,AUS,ITA,0,3,20,22,14,,,25,25,25,,
Nation's League,11769,2021,2021-06-11,USA,SRB,1,3,23,17,25,25,,25,25,19,27,
Nation's League,11770,2021,2021-06-11,CAN,FRA,1,3,25,21,22,17,,20,25,25,25,
Nation's League,11771,2021,2021-06-11,POL,BRA,0,3,17,26,19,,,25,28,25,,
Nation's League,11772,2021,2021-06-15,RUS,SRB,3,1,25,25,22,25,,23,22,25,21,
Nation's League,11773,2021,2021-06-15,IRI,AUS,2,3,23,22,25,25,12,25,25,23,18,15
Nation's League,11774,2021,2021-06-15,ARG,BUL,3,1,25,16,25,25,,20,25,18,18,
Nation's League,11775,2021,2021-06-15,JPN,GER,3,0,25,25,25,,,18,22,20,,
Nation's League,11776,2021,2021-06-15,ITA,USA,0,3,15,18,21,,,25,25,25,,
Nation's League,11777,2021,2021-06-15,CAN,POL,0,3,22,23,19,,,25,25,25,,
Nation's League,11778,2021,2021-06-15,BRA,SLO,3,2,15,25,19,25,15,25,22,25,13,12
Nation's League,11779,2021,2021-06-15,NED,FRA,3,2,15,22,28,25,19,25,25,26,23,17
Nation's League,11780,2021,2021-06-16,ARG,RUS,1,3,19,23,25,19,,25,25,21,25,
Nation's League,11781,2021,2021-06-16,SRB,BUL,3,0,25,25,25,,,20,17,17,,
Nation's League,11782,2021,2021-06-16,SLO,AUS,3,1,18,25,25,25,,25,18,18,17,
Nation's League,11783,2021,2021-06-16,JPN,POL,0,3,14,18,19,,,25,25,25,,
Nation's League,11784,2021,2021-06-16,NED,ITA,1,3,19,23,25,21,,25,25,23,25,
Nation's League,11785,2021,2021-06-16,CAN,GER,3,0,25,26,25,,,17,24,21,,
Nation's League,11786,2021,2021-06-16,USA,FRA,1,3,23,25,29,22,,25,22,31,25,
Nation's League,11787,2021,2021-06-16,IRI,BRA,1,3,19,25,19,21,,25,23,25,25,
Nation's League,11788,2021,2021-06-17,ARG,SRB,3,0,27,25,26,,,25,20,24,,
Nation's League,11789,2021,2021-06-17,BUL,RUS,0,3,17,22,17,,,25,25,25,,
Nation's League,11790,2021,2021-06-17,JPN,CAN,0,3,22,23,18,,,25,25,25,,
Nation's League,11791,2021,2021-06-17,AUS,BRA,0,3,17,22,12,,,25,25,25,,
Nation's League,11792,2021,2021-06-17,IRI,SLO,1,3,25,20,19,30,,14,25,25,32,
Nation's League,11793,2021,2021-06-17,NED,USA,2,3,25,17,25,15,13,21,25,23,25,15
Nation's League,11794,2021,2021-06-17,FRA,ITA,2,3,19,25,20,25,12,25,22,25,21,15
Nation's League,11795,2021,2021-06-17,GER,POL,0,3,22,19,20,,,25,25,25,,
Nation's League,11796,2021,2021-06-21,AUS,SRB,1,3,16,13,25,15,,25,25,19,25,
Nation's League,11797,2021,2021-06-21,JPN,BUL,3,0,25,25,25,,,23,18,14,,
Nation's League,11798,2021,2021-06-21,FRA,IRI,3,0,25,25,25,,,21,21,19,,
Nation's League,11799,2021,2021-06-21,CAN,NED,3,0,25,25,25,,,16,16,19,,
Nation's League,11800,2021,2021-06-21,BRA,ITA,3,1,25,32,22,25,,19,30,25,20,
Nation's League,11801,2021,2021-06-21,SLO,USA,3,2,28,25,21,28,15,30,19,25,26,13
Nation's League,11802,2021,2021-06-21,POL,ARG,3,0,25,25,25,,,21,22,18,,
Nation's League,11803,2021,2021-06-21,GER,RUS,1,3,18,18,25,15,,25,25,23,25,
Nation's League,11804,2021,2021-06-22,CAN,AUS,3,0,25,25,25,,,17,8,20,,
Nation's League,11805,2021,2021-06-22,SRB,NED,3,2,25,21,25,21,17,21,25,18,25,15
Nation's League,11806,2021,2021-06-22,BUL,USA,0,3,19,24,9,,,25,26,25,,
Nation's League,11807,2021,2021-06-22,IRI,POL,0,3,20,20,16,,,25,25,25,,
Nation's League,11808,2021,2021-06-22,JPN,SLO,0,3,16,16,26,,,25,25,28,,
Nation's League,11809,2021,2021-06-22,FRA,ARG,3,0,26,25,25,,,24,21,22,,
Nation's League,11810,2021,2021-06-22,BRA,GER,3,0,25,25,25,,,21,21,23,,
Nation's League,11811,2021,2021-06-22,RUS,ITA,3,2,25,16,25,19,15,21,25,17,25,12
Nation's League,11812,2021,2021-06-23,AUS,NED,0,3,23,19,19,,,25,25,25,,
Nation's League,11813,2021,2021-06-23,CAN,SRB,3,2,17,21,25,25,17,25,25,17,20,15
Nation's League,11814,2021,2021-06-23,USA,JPN,3,0,25,25,25,,,21,23,20,,
Nation's League,11815,2021,2021-06-23,FRA,POL,3,2,25,21,22,25,15,22,25,25,20,11
Nation's League,11816,2021,2021-06-23,IRI,ARG,1,3,31,23,32,18,,33,25,30,25,
Nation's League,11817,2021,2021-06-23,SLO,BUL,3,0,25,25,25,,,23,16,18,,
Nation's League,11818,2021,2021-06-23,ITA,GER,3,2,25,24,25,21,15,12,26,22,25,13
Nation's League,11819,2021,2021-06-23,BRA,RUS,0,3,21,26,20,,,25,28,25,,
Nation's League,11820,2021,2021-06-26,BRA,FRA,3,0,25,25,25,,,20,18,19,,
Nation's League,11821,2021,2021-06-26,POL,SLO,3,0,25,25,25,,,22,21,23,,
Nation's League,11822,2021,2021-06-27,FRA,SLO,3,0,25,25,25,,,20,18,19,,
Nation's League,11823,2021,2021-06-27,BRA,POL,3,1,22,25,25,25,,25,23,16,14,
Plusliga,1100792,2021,2020-09-13,Aluron CMC Warta Zawiercie,Jastrzębski Węgiel,2,3,21,25,25,25,12,25,19,19,27,15
Plusliga,1100793,2021,2020-09-12,Ślepsk Malow Suwałki,GKS Katowice,0,3,18,22,25,0,0,25,25,27,0,0
Plusliga,1100794,2021,2020-09-11,Stal Nysa,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,19,13,16,0,0,25,25,25,0,0
Plusliga,1100795,2021,2020-09-12,Cerrad Enea Czarni Radom,Indykpol AZS Olsztyn,3,2,25,23,19,25,15,17,25,25,21,13
Plusliga,1100796,2021,2021-01-17,Asseco Resovia Rzeszów,Trefl Gdańsk,3,2,25,29,26,17,17,20,31,24,25,15
Plusliga,1100797,2021,2020-09-12,Cuprum Lubin,PGE Skra Bełchatów,1,3,25,22,28,24,0,20,25,30,26,0
Plusliga,1100798,2021,2020-09-13,MKS Będzin,VERVA Warszawa ORLEN Paliwa,1,3,20,14,25,24,0,25,25,20,26,0
Plusliga,1101001,2021,2020-12-15,Aluron CMC Warta Zawiercie,Cuprum Lubin,3,0,25,25,25,0,0,23,14,19,0,0
Plusliga,1101002,2021,2020-12-11,Cerrad Enea Czarni Radom,Stal Nysa,3,1,25,20,25,25,0,19,25,18,23,0
Plusliga,1101003,2021,2021-03-06,GKS Katowice,Cerrad Enea Czarni Radom,2,3,25,26,17,18,9,21,24,25,25,15
Plusliga,1101004,2021,2021-01-07,MKS Będzin,Asseco Resovia Rzeszów,1,3,21,25,20,16,0,25,23,25,25,0
Plusliga,1101005,2021,2020-12-20,Asseco Resovia Rzeszów,Cerrad Enea Czarni Radom,3,0,32,25,25,0,0,30,22,20,0,0
Plusliga,1101006,2021,2021-03-06,Ślepsk Malow Suwałki,Stal Nysa,3,1,25,25,19,25,0,17,20,25,20,0
Plusliga,1101007,2021,2021-01-13,Cerrad Enea Czarni Radom,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,19,14,17,0,0,25,25,25,0,0
Plusliga,1101008,2021,2020-12-18,Ślepsk Malow Suwałki,Aluron CMC Warta Zawiercie,0,3,24,22,17,0,0,26,25,25,0,0
Plusliga,1101009,2021,2020-12-19,Cuprum Lubin,GKS Katowice,2,3,24,27,25,18,13,26,25,23,25,15
Plusliga,1101010,2021,2020-10-23,Ślepsk Malow Suwałki,VERVA Warszawa ORLEN Paliwa,1,3,25,22,16,23,0,20,25,25,25,0
Plusliga,1101011,2021,2021-01-03,GKS Katowice,PGE Skra Bełchatów,0,3,19,22,31,0,0,25,25,33,0,0
Plusliga,1101012,2021,2020-12-19,MKS Będzin,Indykpol AZS Olsztyn,0,3,19,23,21,0,0,25,25,25,0,0
Plusliga,1101013,2021,2021-01-20,Indykpol AZS Olsztyn,Jastrzębski Węgiel,3,1,15,27,26,25,0,25,25,24,16,0
Plusliga,1101014,2021,2020-12-19,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Trefl Gdańsk,3,0,25,25,25,0,0,17,21,22,0,0
Plusliga,1101015,2021,2020-12-20,VERVA Warszawa ORLEN Paliwa,Jastrzębski Węgiel,2,3,21,17,25,25,9,25,25,17,20,15
Plusliga,1101016,2021,2020-12-15,Trefl Gdańsk,Stal Nysa,3,0,25,26,25,0,0,19,24,16,0,0
Plusliga,1101017,2021,2021-02-04,Trefl Gdańsk,Indykpol AZS Olsztyn,3,1,21,25,25,25,0,25,22,22,21,0
Plusliga,1101018,2021,2020-12-20,Stal Nysa,PGE Skra Bełchatów,3,0,25,25,26,0,0,20,22,24,0,0
Plusliga,1101019,2021,2021-01-06,Jastrzębski Węgiel,GKS Katowice,3,0,26,25,25,0,0,24,18,18,0,0
Plusliga,1101020,2021,2020-12-23,Jastrzębski Węgiel,PGE Skra Bełchatów,3,2,22,25,25,21,15,25,21,22,25,8
Plusliga,1101021,2021,2020-11-03,Trefl Gdańsk,VERVA Warszawa ORLEN Paliwa,3,2,25,25,14,25,15,17,27,25,21,11
Plusliga,1101022,2021,2020-10-31,VERVA Warszawa ORLEN Paliwa,Cerrad Enea Czarni Radom,0,3,17,23,19,0,0,25,25,25,0,0
Plusliga,1101023,2021,2020-12-22,Indykpol AZS Olsztyn,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,25,17,16,0,0,27,25,25,0,0
Plusliga,1101024,2021,2021-01-31,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,2,3,19,21,25,25,14,25,25,17,19,16
Plusliga,1101025,2021,2020-12-22,GKS Katowice,MKS Będzin,3,1,25,25,24,25,0,21,19,26,22,0
Plusliga,1101026,2021,2020-12-07,MKS Będzin,Aluron CMC Warta Zawiercie,1,3,25,23,23,17,0,19,25,25,25,0
Plusliga,1101027,2021,2020-12-22,Ślepsk Malow Suwałki,Cuprum Lubin,3,1,25,23,25,25,0,22,25,21,18,0
Plusliga,1101028,2021,2021-01-19,Stal Nysa,Cuprum Lubin,1,3,25,23,29,16,0,20,25,31,25,0
Plusliga,1101029,2021,2020-12-23,Cerrad Enea Czarni Radom,Aluron CMC Warta Zawiercie,2,3,26,25,20,23,12,24,13,25,25,15
Plusliga,1101030,2021,2020-09-21,GKS Katowice,Stal Nysa,3,2,23,20,25,25,15,25,25,21,18,12
Plusliga,1101031,2021,2020-11-01,MKS Będzin,Cuprum Lubin,3,1,25,25,20,25,0,20,23,25,21,0
Plusliga,1101032,2021,2020-10-17,Asseco Resovia Rzeszów,Stal Nysa,3,1,25,21,25,25,0,19,25,17,18,0
Plusliga,1101033,2021,2020-09-19,Indykpol AZS Olsztyn,Ślepsk Malow Suwałki,0,3,22,21,27,0,0,25,25,29,0,0
Plusliga,1101034,2021,2021-01-19,Aluron CMC Warta Zawiercie,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,21,25,13,19,0,25,23,25,25,0
Plusliga,1101035,2021,2021-02-28,Ślepsk Malow Suwałki,MKS Będzin,3,0,25,25,25,0,0,20,19,17,0,0
Plusliga,1101036,2021,2020-09-20,Cerrad Enea Czarni Radom,Trefl Gdańsk,0,3,19,21,11,0,0,25,25,25,0,0
Plusliga,1101037,2021,2020-12-29,PGE Skra Bełchatów,Cerrad Enea Czarni Radom,3,0,27,25,25,0,0,25,22,12,0,0
Plusliga,1101038,2021,2021-02-09,Aluron CMC Warta Zawiercie,Asseco Resovia Rzeszów,0,3,22,19,20,0,0,25,25,25,0,0
Plusliga,1101039,2021,2020-09-19,Jastrzębski Węgiel,Asseco Resovia Rzeszów,3,0,25,25,25,0,0,21,16,18,0,0
Plusliga,1101040,2021,2020-11-04,Ślepsk Malow Suwałki,Jastrzębski Węgiel,1,3,17,25,22,22,0,25,18,25,25,0
Plusliga,1101041,2021,2021-01-09,VERVA Warszawa ORLEN Paliwa,Indykpol AZS Olsztyn,3,0,25,26,25,0,0,19,24,20,0,0
Plusliga,1101042,2021,2020-09-20,PGE Skra Bełchatów,Aluron CMC Warta Zawiercie,1,3,27,24,24,23,0,25,26,26,25,0
Plusliga,1101043,2021,2021-01-20,GKS Katowice,Trefl Gdańsk,3,2,15,25,25,19,15,25,23,19,25,11
Plusliga,1101044,2021,2021-02-14,GKS Katowice,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,20,19,25,23,0,25,25,19,25,0
Plusliga,1101045,2021,2020-09-18,Cuprum Lubin,VERVA Warszawa ORLEN Paliwa,2,3,25,25,18,21,12,20,23,25,25,15
Plusliga,1101046,2021,2021-01-14,Indykpol AZS Olsztyn,Stal Nysa,3,1,25,25,20,25,0,19,22,25,20,0
Plusliga,1101047,2021,2021-01-10,Cuprum Lubin,Cerrad Enea Czarni Radom,3,0,25,25,26,0,0,21,17,24,0,0
Plusliga,1101048,2021,2020-09-19,Grupa Azoty ZAKSA Kędzierzyn-Koźle,MKS Będzin,3,0,25,25,25,0,0,16,19,23,0,0
Plusliga,1101049,2021,2021-01-28,Asseco Resovia Rzeszów,VERVA Warszawa ORLEN Paliwa,2,3,25,27,22,23,10,22,25,25,25,15
Plusliga,1101050,2021,2021-01-09,PGE Skra Bełchatów,Trefl Gdańsk,1,3,18,25,29,21,0,25,18,31,25,0
Plusliga,1101051,2021,2021-01-09,Stal Nysa,Jastrzębski Węgiel,3,1,18,25,25,25,0,25,18,18,23,0
Plusliga,1101052,2021,2020-09-26,PGE Skra Bełchatów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,25,21,17,23,0,23,25,25,25,0
Plusliga,1101053,2021,2020-11-09,Stal Nysa,MKS Będzin,2,3,21,25,25,24,12,25,17,22,26,15
Plusliga,1101054,2021,2020-11-01,Trefl Gdańsk,Jastrzębski Węgiel,1,3,25,21,17,18,0,20,25,25,25,0
Plusliga,1101055,2021,2020-09-27,MKS Będzin,Jastrzębski Węgiel,1,3,25,15,18,18,0,22,25,25,25,0
Plusliga,1101056,2021,2020-10-27,Cuprum Lubin,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,15,25,20,16,0,25,21,25,25,0
Plusliga,1101057,2021,2021-02-13,Indykpol AZS Olsztyn,PGE Skra Bełchatów,0,3,23,38,16,0,0,25,40,25,0,0
Plusliga,1101058,2021,2020-09-25,Trefl Gdańsk,Cuprum Lubin,3,1,16,25,25,25,0,25,18,15,18,0
Plusliga,1101059,2021,2020-11-08,VERVA Warszawa ORLEN Paliwa,Aluron CMC Warta Zawiercie,0,3,18,20,23,0,0,25,25,25,0,0
Plusliga,1101060,2021,2021-01-17,GKS Katowice,VERVA Warszawa ORLEN Paliwa,0,3,25,10,19,0,0,27,25,25,0,0
Plusliga,1101061,2021,2020-09-26,Indykpol AZS Olsztyn,Aluron CMC Warta Zawiercie,0,3,23,18,15,0,0,25,25,25,0,0
Plusliga,1101062,2021,2021-01-13,PGE Skra Bełchatów,Asseco Resovia Rzeszów,2,3,17,16,25,25,11,25,25,16,23,15
Plusliga,1101063,2021,2021-01-16,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Ślepsk Malow Suwałki,3,1,26,26,23,25,0,24,24,25,23,0
Plusliga,1101064,2021,2020-09-25,GKS Katowice,Asseco Resovia Rzeszów,2,3,15,18,25,25,7,25,25,19,22,15
Plusliga,1101065,2021,2021-01-17,Cerrad Enea Czarni Radom,MKS Będzin,3,0,29,25,26,0,0,27,20,24,0,0
Plusliga,1101066,2021,2020-11-07,Jastrzębski Węgiel,Cerrad Enea Czarni Radom,3,1,25,25,24,25,0,17,17,26,17,0
Plusliga,1101067,2021,2020-10-28,Ślepsk Malow Suwałki,Cerrad Enea Czarni Radom,3,2,23,25,25,25,15,25,23,16,27,8
Plusliga,1101068,2021,2020-11-07,Trefl Gdańsk,Ślepsk Malow Suwałki,3,0,36,25,25,0,0,34,14,20,0,0
Plusliga,1101069,2021,2021-02-13,Asseco Resovia Rzeszów,Cuprum Lubin,3,1,25,25,25,25,0,16,27,17,23,0
Plusliga,1101070,2021,2020-10-01,Stal Nysa,Cerrad Enea Czarni Radom,2,3,25,25,25,12,19,21,27,22,25,21
Plusliga,1101071,2021,2021-02-10,Indykpol AZS Olsztyn,GKS Katowice,3,1,25,22,25,25,0,18,25,23,16,0
Plusliga,1101072,2021,2021-02-27,Stal Nysa,Aluron CMC Warta Zawiercie,2,3,23,19,25,25,11,25,25,23,21,15
Plusliga,1101073,2021,2020-11-17,Asseco Resovia Rzeszów,Ślepsk Malow Suwałki,1,3,25,23,21,21,0,19,25,25,25,0
Plusliga,1101074,2021,2020-12-30,VERVA Warszawa ORLEN Paliwa,Grupa Azoty ZAKSA Kędzierzyn-Koźle,1,3,17,22,25,16,0,25,25,23,25,0
Plusliga,1101075,2021,2021-01-23,Stal Nysa,Trefl Gdańsk,0,3,18,19,23,0,0,25,25,25,0,0
Plusliga,1101076,2021,2020-09-29,Aluron CMC Warta Zawiercie,GKS Katowice,3,0,25,25,25,0,0,21,16,23,0,0
Plusliga,1101077,2021,2020-11-15,MKS Będzin,PGE Skra Bełchatów,0,3,17,17,22,0,0,25,25,25,0,0
Plusliga,1101078,2021,2021-01-23,Jastrzębski Węgiel,Indykpol AZS Olsztyn,3,2,21,20,27,26,15,25,25,25,24,9
Plusliga,1101079,2021,2020-09-29,Cuprum Lubin,Indykpol AZS Olsztyn,0,3,22,20,21,0,0,25,25,25,0,0
Plusliga,1101080,2021,2020-11-15,Jastrzębski Węgiel,Cuprum Lubin,3,0,25,25,28,0,0,17,15,26,0,0
Plusliga,1101081,2021,2021-01-22,PGE Skra Bełchatów,GKS Katowice,3,1,25,25,18,25,0,19,16,25,20,0
Plusliga,1101082,2021,2020-09-30,MKS Będzin,Trefl Gdańsk,2,3,25,21,20,25,11,23,25,25,22,15
Plusliga,1101083,2021,2020-11-15,Aluron CMC Warta Zawiercie,Trefl Gdańsk,0,3,22,21,23,0,0,25,25,25,0,0
Plusliga,1101084,2021,2021-01-24,VERVA Warszawa ORLEN Paliwa,Ślepsk Malow Suwałki,3,2,28,19,26,25,15,26,25,28,22,13
Plusliga,1101085,2021,2020-09-30,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,1,25,27,25,25,0,20,29,23,20,0
Plusliga,1101086,2021,2020-11-13,Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,3,1,29,23,25,25,0,27,25,13,23,0
Plusliga,1101087,2021,2021-02-11,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Cerrad Enea Czarni Radom,3,0,25,25,25,0,0,19,18,20,0,0
Plusliga,1101088,2021,2020-11-25,VERVA Warszawa ORLEN Paliwa,PGE Skra Bełchatów,3,1,23,25,29,25,0,25,11,27,23,0
Plusliga,1101089,2021,2020-11-14,Cerrad Enea Czarni Radom,GKS Katowice,0,3,16,16,21,0,0,25,25,25,0,0
Plusliga,1101090,2021,2021-01-23,Asseco Resovia Rzeszów,MKS Będzin,3,0,25,27,25,0,0,20,25,23,0,0
Plusliga,1101091,2021,2020-10-05,PGE Skra Bełchatów,Stal Nysa,3,0,25,25,25,0,0,22,15,20,0,0
Plusliga,1101092,2021,2020-11-14,Stal Nysa,Ślepsk Malow Suwałki,1,3,23,25,20,22,0,25,23,25,25,0
Plusliga,1101093,2021,2021-01-24,Cuprum Lubin,Aluron CMC Warta Zawiercie,3,1,30,25,18,28,0,28,22,25,26,0
Plusliga,1101094,2021,2021-01-12,Jastrzębski Węgiel,VERVA Warszawa ORLEN Paliwa,2,3,25,25,25,19,9,18,23,27,25,15
Plusliga,1101095,2021,2020-11-21,GKS Katowice,Ślepsk Malow Suwałki,3,1,28,23,25,25,0,26,25,21,23,0
Plusliga,1101096,2021,2021-01-31,Indykpol AZS Olsztyn,Trefl Gdańsk,3,0,25,25,25,0,0,21,21,17,0,0
Plusliga,1101097,2021,2020-10-03,Trefl Gdańsk,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,21,20,23,0,0,25,25,25,0,0
Plusliga,1101098,2021,2020-11-22,Indykpol AZS Olsztyn,Cerrad Enea Czarni Radom,3,1,25,26,25,25,0,19,28,21,20,0
Plusliga,1101099,2021,2021-01-30,GKS Katowice,Jastrzębski Węgiel,2,3,23,25,20,28,9,25,23,25,26,15
Plusliga,1101100,2021,2020-11-18,GKS Katowice,Cuprum Lubin,2,3,23,21,25,25,13,25,25,23,21,15
Plusliga,1101101,2021,2020-11-22,Trefl Gdańsk,Asseco Resovia Rzeszów,3,0,25,26,25,0,0,18,24,20,0,0
Plusliga,1101102,2021,2021-02-10,Ślepsk Malow Suwałki,PGE Skra Bełchatów,1,3,25,22,22,24,0,23,25,25,26,0
Plusliga,1101103,2021,2021-01-27,Aluron CMC Warta Zawiercie,Ślepsk Malow Suwałki,3,1,32,25,27,25,0,34,19,25,13,0
