league,match_id,season,date,teamA,teamB,scoreA,scoreB,setA_1,setA_2,setA_3,setA_4,setA_5,setB_1,setB_2,setB_3,setB_4,setB_5
SV-League,26838,2022,2022-02-27,TORAY ARROWS,WOLFDOGS NAGOYA,3,0,25,28,25,,,22,26,23,,
SV-League,26834,2022,2022-02-27,SAKAI Blazers,Panasonic PANTHERS,3,1,25,20,25,25,,20,25,21,21,
SV-League,26836,2022,2022-02-27,SUNTORY Sunbirds,VC NAGANO TRIDENTS,3,0,25,25,25,,,23,21,23,,
SV-League,26847,2022,2022-03-05,VC NAGANO TRIDENTS,JT Thunders HIROSHIMA,2,3,25,20,23,25,11,15,25,25,18,15
SV-League,27475,2022,2022-03-23,WOLFDOGS NAGOYA,JTEKT STINGS,3,1,18,25,25,25,,25,19,16,22,
SV-League,26843,2022,2022-03-05,SAKAI Blazers,F.C.TOKYO,3,0,25,25,25,,,19,17,19,,
SV-League,26845,2022,2022-03-05,Panasonic PANTHERS,TORAY ARROWS,1,3,19,25,23,31,,25,22,25,33,
SV-League,26848,2022,2022-03-06,VC NAGANO TRIDENTS,JT Thunders HIROSHIMA,0,3,18,22,19,,,25,25,25,,
SV-League,27476,2022,2022-03-30,WOLFDOGS NAGOYA,JTEKT STINGS,3,0,25,25,25,,,15,22,18,,
SV-League,27477,2022,2022-03-30,SAKAI Blazers,F.C.TOKYO,3,1,25,25,21,25,,22,19,25,20,
SV-League,26846,2022,2022-03-06,Panasonic PANTHERS,TORAY ARROWS,3,0,25,25,25,,,21,17,16,,
SV-League,26849,2022,2022-03-12,F.C.TOKYO,TORAY ARROWS,0,3,18,18,22,,,25,25,25,,
SV-League,26861,2022,2022-03-12,Panasonic PANTHERS,SUNTORY Sunbirds,3,0,26,25,25,,,24,22,15,,
SV-League,26851,2022,2022-03-12,JT Thunders HIROSHIMA,OITA MIYOSHI WeisseAdler,3,0,25,25,25,,,19,22,11,,
SV-League,26850,2022,2022-03-13,F.C.TOKYO,TORAY ARROWS,1,3,25,27,20,27,,17,29,25,29,
SV-League,26862,2022,2022-03-13,Panasonic PANTHERS,SUNTORY Sunbirds,3,1,25,25,23,29,,17,18,25,27,
SV-League,26852,2022,2022-03-13,JT Thunders HIROSHIMA,OITA MIYOSHI WeisseAdler,3,0,25,25,25,,,22,23,21,,
SV-League,26863,2022,2022-03-18,SUNTORY Sunbirds,SAKAI Blazers,3,1,19,25,25,25,,25,23,19,21,
SV-League,26867,2022,2022-03-19,VC NAGANO TRIDENTS,F.C.TOKYO,1,3,25,22,23,20,,23,25,25,25,
SV-League,26871,2022,2022-03-19,TORAY ARROWS,JTEKT STINGS,3,0,25,25,25,,,23,16,21,,
SV-League,26864,2022,2022-03-19,SUNTORY Sunbirds,SAKAI Blazers,3,2,21,18,25,25,15,25,25,19,15,7
SV-League,26865,2022,2022-03-19,JT Thunders HIROSHIMA,WOLFDOGS NAGOYA,1,3,25,18,17,19,,23,25,25,25,
SV-League,26869,2022,2022-03-19,OITA MIYOSHI WeisseAdler,Panasonic PANTHERS,0,3,16,16,11,,,25,25,25,,
SV-League,26868,2022,2022-03-20,VC NAGANO TRIDENTS,F.C.TOKYO,3,1,25,21,25,25,,21,25,22,19,
SV-League,26872,2022,2022-03-20,TORAY ARROWS,JTEKT STINGS,3,1,25,25,25,25,,20,22,27,23,
SV-League,26866,2022,2022-03-20,JT Thunders HIROSHIMA,WOLFDOGS NAGOYA,1,3,14,25,17,18,,25,18,25,25,
SV-League,26870,2022,2022-03-20,OITA MIYOSHI WeisseAdler,Panasonic PANTHERS,0,3,16,22,16,,,25,25,25,,
SV-League,26873,2022,2022-03-26,F.C.TOKYO,Panasonic PANTHERS,0,3,18,18,22,,,25,25,25,,
SV-League,26875,2022,2022-03-26,VC NAGANO TRIDENTS,OITA MIYOSHI WeisseAdler,3,1,25,25,19,25,,19,21,25,20,
SV-League,26881,2022,2022-03-26,TORAY ARROWS,JT Thunders HIROSHIMA,3,2,25,25,26,26,15,18,17,28,28,10
SV-League,26877,2022,2022-03-26,WOLFDOGS NAGOYA,SUNTORY Sunbirds,3,0,32,25,25,,,30,21,18,,
SV-League,26879,2022,2022-03-26,SAKAI Blazers,JTEKT STINGS,3,2,25,24,19,25,15,22,26,25,15,11
SV-League,26874,2022,2022-03-27,F.C.TOKYO,Panasonic PANTHERS,0,3,21,12,24,,,25,25,26,,
SV-League,26876,2022,2022-03-27,VC NAGANO TRIDENTS,OITA MIYOSHI WeisseAdler,2,3,25,19,32,21,13,20,25,30,25,15
SV-League,26882,2022,2022-03-27,TORAY ARROWS,JT Thunders HIROSHIMA,2,3,17,25,25,25,13,25,19,21,27,15
SV-League,26878,2022,2022-03-27,WOLFDOGS NAGOYA,SUNTORY Sunbirds,3,1,25,15,25,25,,22,25,23,21,
SV-League,26880,2022,2022-03-27,SAKAI Blazers,JTEKT STINGS,3,0,25,25,25,,,21,23,22,,
SV-League,27203,2022,2022-04-09,SUNTORY Sunbirds,Panasonic PANTHERS,2,3,19,25,23,25,10,25,19,25,21,15
SV-League,27428,2022,2022-04-09,SUNTORY Sunbirds,Panasonic PANTHERS,1,0,25,,,,,21,,,,
SV-League,27204,2022,2022-04-10,WOLFDOGS NAGOYA,SUNTORY Sunbirds,3,0,25,28,25,,,19,26,21,,
SV-League,27205,2022,2022-04-17,WOLFDOGS NAGOYA,SUNTORY Sunbirds,0,3,16,21,17,,,25,25,25,,
SV-League,27429,2022,2022-04-17,WOLFDOGS NAGOYA,SUNTORY Sunbirds,0,1,17,,,,,25,,,,
Nation's League,16128,2023,2023-06-06,BUL,CHN,2,3,20,25,21,25,9,25,21,25,20,15
Nation's League,16129,2023,2023-06-06,JPN,IRI,3,0,25,25,25,,,16,22,19,,
Nation's League,16130,2023,2023-06-06,ITA,ARG,0,3,22,23,18,,,25,25,25,,
Nation's League,16131,2023,2023-06-07,CAN,CUB,3,2,25,26,25,22,15,21,28,21,25,13
Nation's League,16132,2023,2023-06-07,SLO,SRB,3,1,31,19,25,25,,29,25,20,21,
Nation's League,16133,2023,2023-06-07,POL,FRA,3,1,25,18,35,25,,23,25,33,15,
Nation's League,16134,2023,2023-06-07,USA,NED,3,0,25,25,25,,,19,23,21,,
Nation's League,16135,2023,2023-06-08,BRA,GER,3,1,26,25,19,25,,24,16,25,15,
Nation's League,16136,2023,2023-06-08,SLO,BUL,0,3,24,23,17,,,26,25,25,,
Nation's League,16137,2023,2023-06-08,SRB,CHN,3,0,34,25,25,,,32,16,20,,
Nation's League,16138,2023,2023-06-08,POL,IRI,3,2,23,23,25,25,15,25,25,21,15,13
Nation's League,16139,2023,2023-06-08,NED,CUB,3,0,28,25,25,,,26,23,18,,
Nation's League,16140,2023,2023-06-08,ITA,USA,0,3,15,18,19,,,25,25,25,,
Nation's League,16141,2023,2023-06-09,ARG,BRA,2,3,25,19,25,23,13,19,25,23,25,15
Nation's League,16142,2023,2023-06-09,CHN,FRA,1,3,20,25,16,17,,25,23,25,25,
Nation's League,16143,2023,2023-06-09,POL,BUL,3,2,25,25,22,25,15,27,19,25,22,11
Nation's League,16144,2023,2023-06-09,JPN,SRB,3,1,22,25,25,25,,25,21,23,20,
Nation's League,16145,2023,2023-06-09,NED,GER,3,0,25,33,25,,,20,31,21,,
Nation's League,16146,2023,2023-06-09,ITA,CUB,3,1,25,25,20,25,,20,19,25,18,
Nation's League,16147,2023,2023-06-10,CAN,ARG,1,3,21,25,21,16,,25,21,25,25,
Nation's League,16148,2023,2023-06-10,FRA,SLO,1,3,23,18,25,22,,25,25,21,25,
Nation's League,16149,2023,2023-06-10,IRI,CHN,3,1,23,25,25,25,,25,15,20,14,
Nation's League,16150,2023,2023-06-10,JPN,BUL,3,0,25,25,26,,,22,21,24,,
Nation's League,16151,2023,2023-06-10,GER,ITA,1,3,23,18,27,19,,25,25,25,25,
Nation's League,16152,2023,2023-06-10,BRA,CUB,2,3,16,25,29,22,18,25,22,27,25,20
Nation's League,16153,2023,2023-06-11,CAN,USA,0,3,22,20,20,,,25,25,25,,
Nation's League,16154,2023,2023-06-11,SLO,IRI,3,0,25,25,25,,,19,23,23,,
Nation's League,16155,2023,2023-06-11,SRB,POL,3,0,25,25,25,,,21,19,14,,
Nation's League,16156,2023,2023-06-11,JPN,FRA,3,1,25,25,25,25,,27,22,21,20,
Nation's League,16157,2023,2023-06-11,ARG,NED,3,2,34,25,25,20,15,36,20,17,25,10
Nation's League,16158,2023,2023-06-11,USA,BRA,1,3,19,25,15,21,,25,21,25,25,
Nation's League,16159,2023,2023-06-11,CAN,GER,1,3,25,17,21,21,,20,25,25,25,
Nation's League,16160,2023,2023-06-20,JPN,CAN,3,1,25,25,24,25,,22,17,26,14,
Nation's League,16161,2023,2023-06-20,IRI,GER,3,0,25,26,25,,,23,24,16,,
Nation's League,16162,2023,2023-06-20,USA,SRB,3,1,22,25,25,25,,25,19,19,21,
Nation's League,16163,2023,2023-06-20,ARG,SLO,1,3,25,21,21,21,,21,25,25,25,
Nation's League,16164,2023,2023-06-20,NED,CHN,3,0,25,25,25,,,19,22,21,,
Nation's League,16165,2023,2023-06-20,BRA,BUL,3,0,25,25,25,,,22,17,15,,
Nation's League,16166,2023,2023-06-21,JPN,CUB,3,0,25,25,25,,,21,16,21,,
Nation's League,16167,2023,2023-06-21,IRI,ITA,0,3,19,16,24,,,25,25,26,,
Nation's League,16168,2023,2023-06-21,USA,CHN,3,0,28,25,25,,,26,22,18,,
Nation's League,16169,2023,2023-06-21,SLO,CAN,3,0,25,25,25,,,23,22,14,,
Nation's League,16170,2023,2023-06-21,GER,POL,2,3,21,25,14,25,10,25,22,25,17,15
Nation's League,16171,2023,2023-06-21,ARG,FRA,3,1,22,26,25,25,,25,24,21,20,
Nation's League,16172,2023,2023-06-22,JPN,BRA,3,2,25,25,18,22,18,23,21,25,25,16
Nation's League,16173,2023,2023-06-22,CHN,ITA,0,3,13,19,24,,,25,25,26,,
Nation's League,16174,2023,2023-06-22,SRB,GER,3,1,25,20,25,25,,21,25,23,23,
Nation's League,16175,2023,2023-06-22,CAN,BUL,3,1,22,25,25,25,,25,23,22,20,
Nation's League,16176,2023,2023-06-22,NED,POL,2,3,25,18,25,22,11,22,25,18,25,15
Nation's League,16177,2023,2023-06-22,SLO,CUB,3,1,22,25,25,25,,25,15,16,19,
Nation's League,16178,2023,2023-06-23,ARG,BUL,3,0,25,25,25,,,18,21,22,,
Nation's League,16179,2023,2023-06-23,IRI,USA,0,3,22,18,23,,,25,25,25,,
Nation's League,16180,2023,2023-06-23,SRB,ITA,0,3,11,21,20,,,25,25,25,,
Nation's League,16181,2023,2023-06-23,FRA,CUB,3,0,25,25,25,,,18,20,20,,
Nation's League,16182,2023,2023-06-24,JPN,ARG,3,2,25,25,31,22,15,18,22,33,25,12
Nation's League,16183,2023,2023-06-24,POL,USA,0,3,22,18,19,,,25,25,25,,
Nation's League,16184,2023,2023-06-24,BRA,SLO,3,1,23,25,26,25,,25,21,24,21,
Nation's League,16185,2023,2023-06-24,NED,IRI,3,2,16,25,21,25,15,25,16,25,17,10
Nation's League,16186,2023,2023-06-24,CAN,FRA,0,3,17,21,21,,,25,25,25,,
Nation's League,16187,2023,2023-06-24,CHN,GER,3,1,23,25,25,25,,25,18,19,21,
Nation's League,16188,2023,2023-06-25,ITA,POL,1,3,19,26,25,20,,25,28,18,25,
Nation's League,16190,2023,2023-06-25,NED,SRB,2,3,25,21,25,33,9,22,25,21,35,15
Nation's League,16192,2023,2023-07-04,BRA,ITA,1,3,25,20,15,21,,23,25,25,25,
Nation's League,16193,2023,2023-07-04,JPN,CHN,3,2,24,25,21,25,15,26,23,25,23,12
Nation's League,16194,2023,2023-07-04,ARG,SRB,3,1,19,25,25,25,,25,16,19,18,
Nation's League,16195,2023,2023-07-04,IRI,FRA,0,3,18,22,19,,,25,25,25,,
Nation's League,16196,2023,2023-07-05,CAN,NED,1,3,22,22,25,18,,25,25,17,25,
Nation's League,16197,2023,2023-07-05,POL,SLO,3,2,29,21,25,25,15,31,25,20,20,13
Nation's League,16198,2023,2023-07-06,GER,BUL,3,0,25,25,25,,,22,18,22,,
Nation's League,16199,2023,2023-07-06,USA,CUB,3,0,27,25,25,,,25,17,15,,
Nation's League,16200,2023,2023-07-06,BRA,NED,3,0,25,25,25,,,21,15,20,,
Nation's League,16201,2023,2023-07-06,CAN,ITA,2,3,14,25,20,25,9,25,23,25,23,15
Nation's League,16202,2023,2023-07-06,CHN,SLO,1,3,21,20,26,23,,25,25,24,25,
Nation's League,16203,2023,2023-07-06,ARG,GER,3,0,25,25,25,,,23,18,17,,
Nation's League,16204,2023,2023-07-07,SRB,CUB,3,2,19,25,25,22,15,25,23,21,25,11
Nation's League,16205,2023,2023-07-07,BUL,IRI,3,2,21,25,22,25,15,25,21,25,22,11
Nation's League,16206,2023,2023-07-07,POL,BRA,3,1,25,22,25,25,,23,25,21,21,
Nation's League,16207,2023,2023-07-07,SLO,ITA,0,3,13,22,17,,,25,25,25,,
Nation's League,16208,2023,2023-07-07,JPN,NED,3,1,25,26,23,25,,19,24,25,17,
Nation's League,16209,2023,2023-07-07,SRB,FRA,1,3,25,23,20,26,,20,25,25,28,
Nation's League,16210,2023,2023-07-08,CUB,GER,0,3,23,23,22,,,25,25,25,,
Nation's League,16211,2023,2023-07-08,USA,ARG,2,3,18,25,25,41,12,25,23,23,43,15
Nation's League,16212,2023,2023-07-08,BRA,CHN,3,0,25,25,25,,,19,17,17,,
Nation's League,16213,2023,2023-07-08,POL,CAN,3,0,25,25,27,,,21,23,25,,
Nation's League,16214,2023,2023-07-08,JPN,ITA,1,3,27,26,25,20,,29,28,23,25,
Nation's League,16215,2023,2023-07-08,BUL,SRB,0,3,19,22,22,,,25,25,25,,
Nation's League,16217,2023,2023-07-09,USA,FRA,3,0,25,27,27,,,23,25,25,,
Nation's League,16218,2023,2023-07-09,CHN,CAN,1,3,25,21,17,18,,23,25,25,25,
Nation's League,16219,2023,2023-07-09,SLO,NED,3,0,25,32,25,,,20,30,22,,
Nation's League,16220,2023,2023-07-09,JPN,POL,0,3,17,19,18,,,25,25,25,,
Nation's League,16221,2023,2023-07-09,CUB,IRI,3,2,25,26,25,28,15,22,28,23,30,10
Nation's League,16222,2023,2023-07-10,FRA,GER,3,1,21,25,25,25,,25,20,22,21,
Nation's League,16223,2023,2023-07-10,USA,BUL,3,0,29,25,25,,,27,19,21,,
Nation's League,16224,2023,2023-07-19,USA,FRA,3,2,25,25,17,24,15,21,18,25,26,9
Nation's League,16225,2023,2023-07-19,ITA,ARG,3,0,25,25,25,,,17,13,14,,
Nation's League,16226,2023,2023-07-20,JPN,SLO,3,0,26,25,25,,,24,18,22,,
Nation's League,16227,2023,2023-07-20,POL,BRA,3,0,26,25,25,,,24,21,20,,
Nation's League,16228,2023,2023-07-22,JPN,POL,1,3,25,26,17,21,,19,28,25,25,
Nation's League,16229,2023,2023-07-22,USA,ITA,3,0,25,25,25,,,19,18,19,,
Nation's League,16230,2023,2023-07-23,JPN,ITA,3,2,25,25,17,17,15,18,23,25,25,9
Nation's League,16231,2023,2023-07-23,POL,USA,3,1,25,24,25,25,,23,26,18,18,
Plusliga,1102169,2023,2022-10-02,Aluron CMC Warta Zawiercie,PGE Skra Bełchatów,3,2,25,16,18,25,15,21,25,25,18,13
Plusliga,1102170,2023,2022-10-03,BBTS Bielsko-Biała,Cuprum Lubin,1,3,23,23,31,22,0,25,25,29,25,0
Plusliga,1102171,2023,2022-10-02,PSG Stal Nysa,Ślepsk Malow Suwałki,3,1,29,22,25,25,0,27,25,21,19,0
Plusliga,1102172,2023,2022-10-02,Trefl Gdańsk,Barkom Każany Lwów,3,0,25,25,25,0,0,18,21,17,0,0
Plusliga,1102173,2023,2022-10-04,GKS Katowice,Projekt Warszawa,3,1,25,20,25,25,0,22,25,16,19,0
Plusliga,1102174,2023,2022-10-06,Ślepsk Malow Suwałki,Trefl Gdańsk,3,1,26,18,29,27,0,24,25,27,25,0
Plusliga,1102175,2023,2022-10-06,Cuprum Lubin,PSG Stal Nysa,0,3,12,20,17,0,0,25,25,25,0,0
Plusliga,1102176,2023,2022-10-05,PGE Skra Bełchatów,BBTS Bielsko-Biała,3,0,25,25,25,0,0,22,17,19,0,0
Plusliga,1102177,2023,2022-10-05,Cerrad Enea Czarni Radom,Aluron CMC Warta Zawiercie,0,3,22,18,16,0,0,25,25,25,0,0
Plusliga,1102178,2023,2022-10-04,Jastrzębski Węgiel,Indykpol AZS Olsztyn,3,1,21,32,25,25,0,25,30,20,18,0
Plusliga,1102179,2023,2022-10-09,Aluron CMC Warta Zawiercie,Grupa Azoty ZAKSA Kędzierzyn-Koźle,3,1,25,21,25,27,0,18,25,22,25,0
Plusliga,1102180,2023,2022-10-10,BBTS Bielsko-Biała,Cerrad Enea Czarni Radom,3,2,25,22,20,25,15,18,25,25,23,12
Plusliga,1102181,2023,2022-10-09,PSG Stal Nysa,PGE Skra Bełchatów,2,3,25,25,19,21,8,20,20,25,25,15
Plusliga,1102182,2023,2022-10-11,Trefl Gdańsk,Cuprum Lubin,3,0,25,25,25,0,0,16,21,19,0,0
Plusliga,1102183,2023,2022-10-08,Projekt Warszawa,Barkom Każany Lwów,3,2,17,23,25,25,15,25,25,20,20,3
Plusliga,1102184,2023,2022-10-15,Ślepsk Malow Suwałki,Projekt Warszawa,3,1,25,27,25,31,0,22,29,20,29,0
Plusliga,1102185,2023,2022-10-15,PGE Skra Bełchatów,Trefl Gdańsk,3,1,23,25,25,25,0,25,22,21,18,0
Plusliga,1102186,2023,2022-10-14,Cerrad Enea Czarni Radom,PSG Stal Nysa,1,3,22,21,25,25,0,25,25,19,27,0
Plusliga,1102187,2023,2022-10-22,LUK  Lublin,GKS Katowice,2,3,25,27,16,21,12,20,25,25,25,15
Plusliga,1102188,2023,2022-10-24,Trefl Gdańsk,Cerrad Enea Czarni Radom,3,0,25,25,25,0,0,21,21,20,0,0
Plusliga,1102189,2023,2022-10-23,Projekt Warszawa,Cuprum Lubin,3,1,25,23,25,25,0,18,25,22,19,0
Plusliga,1102190,2023,2022-10-01,LUK  Lublin,Cerrad Enea Czarni Radom,2,3,18,22,25,25,18,25,25,12,23,20
Plusliga,1102191,2023,2022-10-23,Barkom Każany Lwów,Ślepsk Malow Suwałki,1,3,25,22,18,16,0,20,25,25,25,0
Plusliga,1102192,2023,2022-10-28,Cuprum Lubin,Barkom Każany Lwów,3,2,22,18,25,25,15,25,25,12,17,10
Plusliga,1102193,2023,2022-10-29,PGE Skra Bełchatów,Projekt Warszawa,0,3,17,23,11,0,0,25,25,25,0,0
Plusliga,1102194,2023,2022-10-30,LUK  Lublin,Aluron CMC Warta Zawiercie,2,3,25,25,20,21,11,21,15,25,25,15
Plusliga,1102195,2023,2022-11-03,BBTS Bielsko-Biała,LUK  Lublin,1,3,20,23,26,21,0,25,25,24,25,0
Plusliga,1102196,2023,2022-11-01,Projekt Warszawa,Cerrad Enea Czarni Radom,3,0,25,25,27,0,0,21,20,25,0,0
Plusliga,1102197,2023,2022-11-01,Barkom Każany Lwów,PGE Skra Bełchatów,3,2,22,25,25,16,15,25,23,23,25,13
Plusliga,1102198,2023,2022-11-01,Ślepsk Malow Suwałki,Cuprum Lubin,3,1,25,15,25,25,0,19,25,20,22,0
Plusliga,1102199,2023,2022-11-04,PGE Skra Bełchatów,Ślepsk Malow Suwałki,0,3,20,23,21,0,0,25,25,25,0,0
Plusliga,1102200,2023,2022-11-05,Cerrad Enea Czarni Radom,Barkom Każany Lwów,0,3,20,15,22,0,0,25,25,25,0,0
Plusliga,1102201,2023,2022-11-06,LUK  Lublin,PSG Stal Nysa,3,1,29,25,19,25,0,27,20,25,22,0
Plusliga,1102202,2023,2022-11-06,Aluron CMC Warta Zawiercie,BBTS Bielsko-Biała,3,0,25,25,25,0,0,18,21,23,0,0
Plusliga,1102203,2023,2022-11-13,PSG Stal Nysa,Aluron CMC Warta Zawiercie,0,3,14,22,16,0,0,25,25,25,0,0
Plusliga,1102204,2023,2022-11-11,Trefl Gdańsk,LUK  Lublin,3,0,25,25,25,0,0,17,19,18,0,0
Plusliga,1102205,2023,2022-11-10,Ślepsk Malow Suwałki,Cerrad Enea Czarni Radom,3,2,23,31,25,23,19,25,29,20,25,17
Plusliga,1102206,2023,2022-11-13,Cuprum Lubin,PGE Skra Bełchatów,3,2,25,24,25,23,15,19,26,22,25,10
Plusliga,1102207,2023,2022-11-20,Cerrad Enea Czarni Radom,Cuprum Lubin,0,3,17,20,21,0,0,25,25,25,0,0
Plusliga,1102208,2023,2022-11-19,Aluron CMC Warta Zawiercie,Trefl Gdańsk,3,0,25,25,28,0,0,19,23,26,0,0
Plusliga,1102209,2023,2022-11-18,PSG Stal Nysa,BBTS Bielsko-Biała,3,0,25,25,25,0,0,14,18,21,0,0
Plusliga,1102210,2023,2022-11-22,Trefl Gdańsk,BBTS Bielsko-Biała,3,0,25,25,25,0,0,17,22,22,0,0
Plusliga,1102211,2023,2022-11-23,Projekt Warszawa,LUK  Lublin,1,3,25,27,18,17,0,19,29,25,25,0
Plusliga,1102212,2023,2022-11-23,PGE Skra Bełchatów,Cerrad Enea Czarni Radom,3,0,25,25,25,0,0,17,14,21,0,0
Plusliga,1102213,2023,2022-10-29,Cerrad Enea Czarni Radom,Asseco Resovia Rzeszów,0,3,21,20,16,0,0,25,25,25,0,0
Plusliga,1102214,2023,2022-10-30,PSG Stal Nysa,Jastrzębski Węgiel,0,3,22,18,13,0,0,25,25,25,0,0
Plusliga,1102215,2023,2022-10-29,Indykpol AZS Olsztyn,BBTS Bielsko-Biała,3,0,25,25,25,0,0,17,15,18,0,0
Plusliga,1102216,2023,2022-11-03,Aluron CMC Warta Zawiercie,GKS Katowice,3,0,29,25,25,0,0,27,20,19,0,0
Plusliga,1102217,2023,2022-11-02,PSG Stal Nysa,Indykpol AZS Olsztyn,3,0,25,25,25,0,0,20,19,20,0,0
Plusliga,1102218,2023,2022-11-02,Asseco Resovia Rzeszów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,3,0,29,25,26,0,0,27,19,24,0,0
Plusliga,1102219,2023,2022-11-07,GKS Katowice,Cuprum Lubin,3,0,25,25,25,0,0,19,17,16,0,0
Plusliga,1102220,2023,2022-11-06,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Projekt Warszawa,3,1,25,25,21,25,0,22,23,25,23,0
Plusliga,1102221,2023,2022-11-05,Jastrzębski Węgiel,Asseco Resovia Rzeszów,3,0,26,25,26,0,0,24,23,24,0,0
Plusliga,1102222,2023,2022-11-14,BBTS Bielsko-Biała,GKS Katowice,1,3,21,25,22,19,0,25,20,25,25,0
Plusliga,1102223,2023,2022-11-12,Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,3,1,26,25,23,25,0,24,23,25,20,0
Plusliga,1102224,2023,2022-11-12,Projekt Warszawa,Jastrzębski Węgiel,1,3,11,25,21,16,0,25,22,25,25,0
Plusliga,1102225,2023,2022-11-13,Barkom Każany Lwów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,2,3,28,17,25,21,10,26,25,20,25,15
Plusliga,1102226,2023,2022-11-19,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Ślepsk Malow Suwałki,3,0,25,26,25,0,0,22,24,21,0,0
Plusliga,1102227,2023,2022-11-20,Indykpol AZS Olsztyn,Projekt Warszawa,0,3,24,19,20,0,0,26,25,25,0,0
Plusliga,1102228,2023,2022-11-20,Jastrzębski Węgiel,Barkom Każany Lwów,3,0,25,30,25,0,0,14,28,20,0,0
Plusliga,1102229,2023,2022-11-18,LUK  Lublin,Asseco Resovia Rzeszów,0,3,19,22,16,0,0,25,25,25,0,0
Plusliga,1102230,2023,2022-11-22,Asseco Resovia Rzeszów,Aluron CMC Warta Zawiercie,1,3,21,32,19,22,0,25,30,25,25,0
Plusliga,1102231,2023,2022-11-24,Barkom Każany Lwów,Indykpol AZS Olsztyn,2,3,22,25,19,28,13,25,23,25,26,15
Plusliga,1102232,2023,2022-11-24,Ślepsk Malow Suwałki,Jastrzębski Węgiel,0,3,22,17,25,0,0,25,25,27,0,0
Plusliga,1102233,2023,2022-11-23,Cuprum Lubin,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,20,11,18,0,0,25,25,25,0,0
Plusliga,1102234,2023,2022-11-26,PGE Skra Bełchatów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,2,3,25,23,25,23,9,14,25,21,25,15
Plusliga,1102235,2023,2022-11-26,Jastrzębski Węgiel,Cuprum Lubin,1,3,25,21,21,22,0,22,25,25,25,0
Plusliga,1102236,2023,2022-11-26,LUK  Lublin,Barkom Każany Lwów,3,2,25,24,25,24,15,22,26,19,26,10
Plusliga,1102237,2023,2022-11-27,Aluron CMC Warta Zawiercie,Projekt Warszawa,3,0,25,25,25,0,0,22,23,19,0,0
Plusliga,1102238,2023,2022-11-25,PSG Stal Nysa,Trefl Gdańsk,1,3,20,25,14,22,0,25,22,25,25,0
Plusliga,1102239,2023,2022-12-02,Projekt Warszawa,BBTS Bielsko-Biała,3,0,25,25,25,0,0,20,16,15,0,0
Plusliga,1102240,2023,2022-12-04,Barkom Każany Lwów,Aluron CMC Warta Zawiercie,0,3,20,20,23,0,0,25,25,25,0,0
Plusliga,1102241,2023,2022-12-03,Ślepsk Malow Suwałki,LUK  Lublin,2,3,25,23,17,25,10,22,25,25,20,15
Plusliga,1102242,2023,2022-12-07,LUK  Lublin,Cuprum Lubin,3,0,25,25,25,0,0,20,17,23,0,0
Plusliga,1102243,2023,2022-12-06,Aluron CMC Warta Zawiercie,Ślepsk Malow Suwałki,3,0,25,25,25,0,0,13,14,19,0,0
Plusliga,1102244,2023,2022-12-07,BBTS Bielsko-Biała,Barkom Każany Lwów,0,3,21,31,16,0,0,25,33,25,0,0
Plusliga,1102245,2023,2022-12-06,PSG Stal Nysa,Projekt Warszawa,1,3,25,21,15,20,0,18,25,25,25,0
Plusliga,1102246,2023,2022-12-11,Projekt Warszawa,Trefl Gdańsk,3,0,27,25,25,0,0,25,22,20,0,0
Plusliga,1102247,2023,2022-12-13,Barkom Każany Lwów,PSG Stal Nysa,1,3,25,16,19,19,0,20,25,25,25,0
Plusliga,1102248,2023,2022-12-12,Ślepsk Malow Suwałki,BBTS Bielsko-Biała,3,0,25,25,25,0,0,21,19,15,0,0
Plusliga,1102249,2023,2022-12-10,Cuprum Lubin,Aluron CMC Warta Zawiercie,1,3,25,29,18,22,0,27,27,25,25,0
Plusliga,1102250,2023,2022-12-10,PGE Skra Bełchatów,LUK  Lublin,3,0,25,25,25,0,0,15,22,17,0,0
Plusliga,1102251,2023,2022-12-16,Cerrad Enea Czarni Radom,LUK  Lublin,2,3,25,21,18,25,8,23,25,25,22,15
Plusliga,1102252,2023,2022-12-17,PGE Skra Bełchatów,Aluron CMC Warta Zawiercie,2,3,23,25,23,25,13,25,20,25,20,15
Plusliga,1102253,2023,2022-12-15,Cuprum Lubin,BBTS Bielsko-Biała,3,1,25,25,21,25,0,16,21,25,20,0
Plusliga,1102254,2023,2022-12-16,Ślepsk Malow Suwałki,PSG Stal Nysa,0,3,18,23,21,0,0,25,25,25,0,0
Plusliga,1102255,2023,2022-12-18,Projekt Warszawa,Asseco Resovia Rzeszów,0,3,13,16,17,0,0,25,25,25,0,0
Plusliga,1102256,2023,2022-12-22,Trefl Gdańsk,Ślepsk Malow Suwałki,3,2,18,25,25,23,15,25,17,22,25,13
Plusliga,1102257,2023,2022-12-21,PSG Stal Nysa,Cuprum Lubin,3,0,25,25,25,0,0,21,21,21,0,0
Plusliga,1102258,2023,2022-12-22,BBTS Bielsko-Biała,PGE Skra Bełchatów,2,3,22,22,27,25,8,25,25,25,22,15
