Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,2,gruvaeus daniel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,5,liot tom,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,6,aciobanitei robert-adrian,15,6,8,21,-,2,36,3,31%,19%,29,2,2,12,41%,1
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,7,klyamar oleksiy,18,8,9,21,4,4,26,4,46%,15%,26,1,-,13,50%,1
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,8,gelinski danilo,1,-,-2,14,2,-,1,-,0%,0%,3,1,-,1,33%,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,9,koncilja danijel,10,3,8,20,2,-,1,-,0%,0%,13,-,-,9,69%,1
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,11,annicette wyllan,2,-,2,2,-,-,-,-,.,.,3,-,-,2,67%,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,13,averill taylor,18,5,17,10,1,1,-,-,.,.,20,-,-,11,55%,6
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,14,mouiel  jérémie (l),-,-,-,-,-,-,26,-,54%,27%,-,-,-,-,.,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,16,rodriguez kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,18,williams lincoln,21,7,12,17,6,3,-,-,.,.,33,3,-,18,55%,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,19,lacassie florian,-,-,-,-,-,-,2,-,0%,0%,-,-,-,-,.,-
4894,2021-02-20,cannes,marquet luc,palais des victoires cannes la bocca,,totals,85,29,54,106,15,10,92,7,40%,20%,127,7,2,66,52%,9
