Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,1,lemay julien (l),-,-,-1,-,-,-,15,1,73%,53%,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,2,baroti arpad,10,-,2,10,3,-,-,-,.,.,22,3,2,9,41%,1
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,4,legrand  julien  (l),-,-,-,-,-,-,3,-,67%,33%,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,7,palonsky luciano,15,3,8,17,2,3,23,4,48%,26%,14,-,1,12,86%,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,8,coulet eliot,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,9,loser agustin,6,4,2,13,2,2,-,-,.,.,10,-,2,3,30%,1
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,10,martins lourenco,-,-,-2,2,2,-,3,-,33%,33%,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,11,roehrig simon,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,12,cardenas julio,11,4,-3,7,3,-,32,5,31%,19%,21,4,2,10,48%,1
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,13,lilembo lucas,2,-,-,1,-,-,-,-,.,.,5,1,1,2,40%,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,14,bultor daryl,6,3,-1,15,6,2,-,-,.,.,9,-,1,3,33%,1
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,15,sanchez matias,-,-,-3,10,3,-,-,-,.,.,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,18,gempin grégory,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
4905,2021-02-27,tourcoing,motta paes mauricio,jean masson chaumont,,totals,50,14,2,78,21,7,76,10,46%,29%,82,8,9,39,48%,4
