Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,1,hernan guillermo,-,-,-,7,-,-,1,-,100%,100%,-,-,-,-,.,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,2,marty joshua,-,-,-,5,-,-,-,-,.,.,3,-,-,-,0%,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,3,fukuzawa tatsuya,3,1,1,5,-,-,6,1,83%,33%,5,1,-,2,40%,1
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,5,huetz françois,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,6,lawani ibrahim,4,1,-3,5,1,-,-,-,.,.,14,3,3,4,29%,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,8,neraudau robin,1,-,1,1,-,-,-,-,.,.,1,-,-,1,100%,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,9,truhtchev axel,15,3,5,8,1,-,23,4,48%,35%,23,4,1,14,61%,1
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,10,martins sene luiz,5,4,2,10,2,-,-,-,.,.,6,-,1,2,33%,3
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,11,kujundzic miran,2,-,-3,4,2,-,11,-,73%,36%,7,-,3,2,29%,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,12,toure ibrahim,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,14,diez benjamin (l),-,-,-2,-,-,-,16,2,69%,19%,-,-,-,-,.,-
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,19,prevert  gildas,3,1,1,8,1,-,-,-,.,.,4,-,1,2,50%,1
4786,2020-10-23,paris,rougeyron dorian,pierre charpy paris 13,,totals,33,10,2,53,7,-,57,7,63%,32%,63,8,9,27,43%,6
