Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,2,mergarejo osniel,18,8,10,14,2,-,19,1,37%,11%,29,1,4,17,59%,1
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,3,marshall steven,7,5,4,13,-,-,8,-,63%,38%,9,3,-,5,56%,2
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,4,jeanlys samuel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,5,laumon maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,6,corre raphaël,2,1,-,9,2,-,-,-,.,.,2,-,-,1,50%,1
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,8,fernandez jorge,9,6,8,7,-,3,-,-,.,.,5,-,1,4,80%,2
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,9,herrera jaime jesus,13,8,4,14,4,4,-,-,.,.,14,3,2,7,50%,2
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,10,mc donnell daniel,9,3,6,13,3,1,2,-,100%,50%,8,-,-,5,63%,3
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,12,repak martin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,17,alonso roamy,-,-,-1,4,1,-,-,-,.,.,2,-,-,-,0%,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,18,petrov georgi,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,19,massimino franco (l),-,-,-1,-,-,-,13,1,54%,31%,-,-,-,-,.,-
4800,2021-01-19,chaumont,prandi silvano,pierre charpy paris 13,,totals,58,31,30,74,12,8,42,2,50%,24%,69,7,7,39,57%,11
