Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,2,mergarejo osniel,20,6,11,21,-,2,43,4,47%,35%,31,1,4,15,48%,3
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,3,marshall steven,7,2,1,19,5,-,14,-,64%,57%,13,-,1,7,54%,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,4,jeanlys samuel,4,2,-2,7,4,-,-,-,.,.,9,1,1,4,44%,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,5,laumon maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,6,corre raphaël,2,1,-2,15,3,1,1,-,0%,0%,2,-,1,1,50%,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,8,fernandez jorge,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,9,herrera jaime jesus,10,2,-3,13,5,2,-,-,.,.,23,2,7,8,35%,1
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,10,mc donnell daniel,8,1,2,21,4,1,-,-,.,.,11,2,-,6,55%,1
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,12,repak martin,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,17,alonso roamy,17,8,14,13,2,-,-,-,.,.,13,-,1,8,62%,9
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,18,petrov georgi,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,19,massimino franco (l),-,-,-,-,-,-,21,-,71%,48%,-,-,-,-,.,-
4925,2021-03-20,chaumont,prandi silvano,vanpoulle cambrai,,totals,68,22,21,111,23,6,79,4,56%,42%,102,6,15,49,48%,14
