Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,2,mergarejo osniel,14,5,4,13,3,-,31,-,29%,23%,31,4,3,12,39%,2
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,3,marshall steven,9,2,3,25,2,1,25,2,48%,28%,12,1,1,6,50%,2
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,4,jeanlys samuel,6,1,2,6,1,-,2,-,0%,0%,14,2,1,6,43%,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,5,laumon maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,6,corre raphaël,1,-,-1,15,2,-,-,-,.,.,2,-,-,1,50%,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,8,fernandez jorge,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,9,herrera jaime jesus,19,4,5,12,7,2,-,-,.,.,33,5,2,17,52%,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,10,mc donnell daniel,13,7,7,20,5,2,1,-,0%,0%,12,-,1,8,67%,3
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,12,repak martin,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,17,alonso roamy,15,6,9,14,3,-,-,-,.,.,16,1,2,11,69%,4
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,18,petrov georgi,3,1,2,3,-,-,10,1,20%,10%,4,-,-,3,75%,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,19,massimino franco (l),-,-,-3,-,-,-,28,3,32%,18%,-,-,-,-,.,-
4785,2020-10-24,chaumont,prandi silvano,arthur dugast reze,,totals,80,26,28,110,23,5,97,6,33%,21%,124,13,10,64,52%,11
