Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,1,gutierrez suarez josé miguel,-,-,-2,3,-,-,6,1,50%,17%,4,-,1,-,0%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,2,pajenk alen,4,2,2,11,2,2,-,-,.,.,5,-,-,2,40%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,4,ramon luca (l),-,-,-,-,-,-,15,-,60%,27%,-,-,-,-,.,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,5,helfer thomas,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,6,magalhaes de jesus gladstone,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,8,ngapeth swan,6,1,-1,8,4,-,20,-,60%,40%,17,1,2,6,35%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,9,petreas georgios,4,4,3,10,1,2,1,-,100%,100%,4,-,-,-,0%,2
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,10,cannessant tom (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,12,zopie marc,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,13,ma'a micah,2,1,-,8,1,-,1,1,0%,0%,2,-,-,1,50%,1
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,15,neves atu chizoba eduardo,17,5,9,11,2,-,-,-,.,.,27,4,2,17,63%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,17,raffaelli giacomo,6,3,-2,4,-,-,17,3,59%,24%,14,3,2,6,43%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,18,sotola marek,2,-,-1,2,1,-,-,-,.,.,5,1,1,2,40%,-
5286,2021-04-10,poitiers,donat brice,chaban delmas castelnau-le-lez,,totals,41,16,8,60,11,4,60,5,58%,30%,78,9,8,34,44%,3
