Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4872,2021-02-05,sète,duflos patrick,louis marty sète,1,gauna maximiliano,12,4,12,4,-,-,-,-,.,.,12,-,-,11,92%,1
4872,2021-02-05,sète,duflos patrick,louis marty sète,2,socrier lenny,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,4,geiler  baptiste,9,5,3,14,2,3,17,2,35%,24%,15,1,1,5,33%,1
4872,2021-02-05,sète,duflos patrick,louis marty sète,5,hanes jake,1,-,1,-,-,-,-,-,.,.,1,-,-,1,100%,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,6,carreno  antoine (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,7,pascal raphaël,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,9,picard  tom,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,10,jaumel yoann,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,13,tupchii vasyl,14,6,5,16,2,-,-,-,.,.,30,3,4,14,47%,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,14,deveze romain (l),-,-,-1,-,-,-,12,1,58%,58%,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,15,romero valdes inovel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,17,garcia matthieu,-,-,-1,8,1,-,-,-,.,.,-,-,-,-,.,-
4872,2021-02-05,sète,duflos patrick,louis marty sète,18,kreek ardo,5,2,2,14,3,-,2,-,0%,0%,5,-,-,4,80%,1
4872,2021-02-05,sète,duflos patrick,louis marty sète,20,baranek kamil,14,7,6,16,3,3,19,3,68%,42%,16,1,1,10,63%,1
4872,2021-02-05,sète,duflos patrick,louis marty sète,,totals,55,24,27,77,11,6,50,6,52%,38%,79,5,6,45,57%,4
