Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,1,lemay julien (l),-,-,-1,-,-,-,16,1,81%,56%,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,2,baroti arpad,12,6,5,9,2,-,-,-,.,.,27,3,2,12,44%,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,4,legrand  julien  (l),-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,5,manuohalalo loic (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,7,palonsky luciano,12,2,5,25,4,-,20,-,60%,20%,27,1,2,12,44%,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,8,coulet eliot,1,-,-,6,1,-,-,-,.,.,1,-,-,1,100%,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,9,loser agustin,14,4,12,13,1,1,4,-,50%,25%,14,1,-,11,79%,2
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,10,martins lourenco,1,-,1,-,-,-,2,-,100%,50%,1,-,-,1,100%,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,11,roehrig simon,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,12,cardenas julio,14,5,5,17,3,3,31,3,58%,35%,19,2,1,10,53%,1
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,13,lilembo lucas,3,1,3,-,-,-,-,-,.,.,3,-,-,3,100%,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,14,bultor daryl,16,6,10,15,4,2,-,-,.,.,17,1,1,12,71%,2
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,15,sanchez matias,1,1,-,15,1,1,1,-,100%,100%,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,18,gempin grégory,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4891,2021-02-16,tourcoing,motta paes mauricio,pierre dumortier tourcoing,,totals,74,25,39,101,17,7,74,4,65%,36%,109,8,6,62,57%,5
