Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,3,burel nicolas,3,-,-2,9,3,-,2,-,100%,0%,9,1,1,3,33%,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,4,jorna gijs,8,1,-4,10,1,-,19,6,37%,26%,18,1,4,7,39%,1
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,5,soldner lucas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,6,doumbia abdel-aziz,4,1,-2,7,1,-,14,3,50%,21%,11,1,1,4,36%,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,7,boissinot axel (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,9,jovovic nikola,1,1,-1,11,2,-,-,-,.,.,1,-,-,-,0%,1
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,10,anegay yousri,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,11,faure theo,12,5,3,11,1,1,1,1,0%,0%,21,4,3,9,43%,2
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,12,madsen oskar,1,1,-3,3,1,-,2,1,50%,0%,3,2,-,1,33%,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,14,larrieu cyril,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,17,parkinson michael,5,1,1,5,2,-,2,-,100%,50%,8,2,-,3,38%,2
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,19,closter sebastian (l),-,-,-2,-,-,-,22,2,68%,36%,-,-,-,-,.,-
4833,2020-12-08,toulouse,sapinart stéphane,palais du travail narbonne,,totals,34,10,-10,56,11,1,62,13,55%,27%,71,11,9,27,38%,6
