Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,3,bassereau rémi,8,4,-,10,4,-,21,-,62%,24%,16,2,2,7,44%,1
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,4,gueye moussé,15,5,10,8,4,1,1,-,100%,0%,13,1,-,12,92%,2
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,5,uriarte nicolas,1,-,-,8,1,-,-,-,.,.,-,-,-,-,.,1
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,7,verissimo allan (l),-,-,-,-,-,-,11,-,73%,36%,-,-,-,-,.,-
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,8,gabin alexandre,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,9,bouguerra aymen,2,2,2,3,-,2,-,-,.,.,-,-,-,-,.,-
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,11,hirsch simon,13,3,8,15,2,-,1,-,100%,0%,20,-,3,13,65%,-
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,12,zerba nicolas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,17,zanotti lisandro,8,4,4,16,3,1,12,-,100%,50%,13,-,1,6,46%,1
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,18,ramos martin,12,6,11,12,1,3,-,-,.,.,9,-,-,5,56%,4
4786,2020-10-23,narbonne,falasca guillermo,pierre charpy paris 13,,totals,59,24,34,74,16,7,46,-,76%,33%,71,3,6,43,61%,9
