Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,1,lanza filippo,18,5,12,11,4,-,25,-,56%,24%,27,1,1,18,67%,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,2,mergarejo osniel,23,3,14,18,2,-,37,3,46%,14%,41,-,4,23,56%,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,4,jeanlys samuel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,5,laumon maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,6,corre raphaël,1,1,-3,20,4,-,-,-,.,.,1,-,-,1,100%,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,8,fernandez jorge,1,1,-,2,1,-,-,-,.,.,1,-,-,1,100%,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,9,herrera jaime jesus,13,5,4,16,2,3,2,-,0%,0%,23,3,4,8,35%,2
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,10,mc donnell daniel,7,1,5,20,2,-,1,-,100%,0%,13,-,-,7,54%,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,12,repak martin,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,17,alonso roamy,8,4,7,11,-,-,2,1,0%,0%,7,-,-,4,57%,4
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,18,petrov georgi,-,-,-,-,-,-,1,-,100%,0%,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,19,massimino franco (l),-,-,-2,-,-,-,19,2,47%,21%,-,-,-,-,.,-
5312,2021-04-25,chaumont,prandi silvano,palais des victoires cannes la bocca,,totals,71,20,37,100,15,3,87,6,48%,17%,113,4,9,62,55%,6
