Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,2,gruvaeus daniel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,3,bregent romain,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,5,liot tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,6,aciobanitei robert-adrian,15,8,7,18,2,1,23,2,43%,17%,24,1,3,13,54%,1
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,7,klyamar oleksiy,9,5,2,11,2,-,11,2,45%,27%,16,3,-,8,50%,1
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,8,gelinski danilo,4,3,4,13,-,3,-,-,.,.,2,-,-,1,50%,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,9,koncilja danijel,7,-,3,8,2,-,-,-,.,.,7,2,-,5,71%,2
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,13,averill taylor,12,5,9,12,2,2,1,-,0%,0%,10,1,-,7,70%,3
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,14,mouiel  jérémie (l),-,-,-1,-,-,-,17,1,53%,29%,-,-,-,-,.,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,16,rodriguez kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,18,williams lincoln,8,6,2,13,2,4,-,-,.,.,16,3,1,4,25%,-
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,19,lacassie florian,2,1,2,2,-,-,-,-,.,.,2,-,-,1,50%,1
4865,2021-01-30,cannes,marquet luc,palais des victoires cannes la bocca,,totals,57,28,28,77,10,10,52,5,46%,23%,77,10,4,39,51%,8
