Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,1,kolev ivan,1,-,1,1,-,-,3,-,0%,0%,2,-,-,1,50%,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,2,overbeeke robin,22,8,13,19,3,3,1,-,100%,0%,40,4,2,17,43%,2
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,4,moracchini clément,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,5,jouffroy quentin,4,2,-1,15,3,1,-,-,.,.,5,-,2,2,40%,1
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,6,quesque guillaume,-,-,-1,-,-,-,1,1,0%,0%,1,-,-,-,0%,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,7,graham beau,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,8,rebeyrol françois,12,1,-1,15,1,-,42,7,38%,24%,28,4,1,12,43%,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,10,ragondet emmanuel (l),-,-,-1,-,-,-,15,1,33%,13%,-,-,-,-,.,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,11,halilovic rusmir,2,2,-1,10,3,-,-,-,.,.,1,-,-,1,100%,1
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,12,martinez gion ramon renaldo,12,2,2,11,1,-,22,2,55%,36%,27,5,2,12,44%,-
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,13,romero gonzalez josé,2,1,2,-,-,-,-,-,.,.,1,-,-,1,100%,1
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,15,roatta maxime,8,3,5,16,3,1,1,-,100%,100%,8,-,-,5,63%,2
4923,2021-03-20,ajaccio,ferrandez frédéric,arthur dugast reze,,totals,63,19,18,87,14,5,85,11,41%,25%,113,13,7,51,45%,7
