Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,1,labazhevich roman,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,2,gruvaeus daniel,-,-,-2,-,-,-,2,2,0%,0%,-,-,-,-,.,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,5,liot tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,6,aciobanitei robert-adrian,11,2,1,15,1,1,36,3,53%,28%,15,1,5,9,60%,1
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,7,klyamar oleksiy,9,1,-,15,2,-,31,2,61%,39%,25,2,3,9,36%,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,8,gelinski danilo,3,1,1,16,2,-,-,-,.,.,2,-,-,1,50%,2
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,9,koncilja danijel,11,3,8,15,2,1,-,-,.,.,14,1,-,9,64%,1
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,13,averill taylor,13,5,9,15,3,1,-,-,.,.,18,1,-,10,56%,2
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,14,mouiel  jérémie (l),-,-,-1,-,-,-,15,1,33%,33%,-,-,-,-,.,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,16,rodriguez kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,18,williams lincoln,18,6,7,18,6,2,1,-,0%,0%,42,2,3,16,38%,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,19,lacassie florian,2,1,1,1,-,-,7,1,43%,29%,2,-,-,2,100%,-
4911,2021-03-10,cannes,marquet luc,palais des victoires cannes la bocca,,totals,67,19,24,95,16,5,92,9,50%,32%,118,7,11,56,47%,6
