Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,3,burel nicolas,2,1,1,5,1,-,-,-,.,.,3,-,-,2,67%,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,4,jorna gijs,9,3,-,14,1,1,19,2,58%,32%,22,-,6,8,36%,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,5,soldner lucas,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,6,doumbia abdel-aziz,3,1,-,2,2,-,7,-,57%,14%,4,-,1,3,75%,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,8,derouillon pierre,15,8,6,8,2,1,27,6,48%,19%,16,1,-,12,75%,2
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,9,jovovic nikola,2,1,1,12,1,-,1,-,0%,0%,2,-,-,1,50%,1
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,10,anegay yousri,5,1,5,10,-,-,-,-,.,.,4,-,-,4,100%,1
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,14,larrieu cyril,7,-,-3,17,3,-,5,3,20%,20%,20,1,3,7,35%,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,17,parkinson michael,12,2,10,10,2,-,-,-,.,.,15,-,-,11,73%,1
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,19,closter sebastian (l),-,-,-2,-,-,-,22,2,55%,27%,-,-,-,-,.,-
4875,2021-02-06,toulouse,sapinart stéphane,jean masson chaumont,,totals,55,17,18,80,12,2,81,13,51%,23%,86,2,10,48,56%,5
