Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5289,2021-04-10,tours,henno hubert,jean masson chaumont,1,el graoui zouheir,9,1,-1,9,3,-,15,1,40%,13%,21,1,5,8,38%,1
5289,2021-04-10,tours,henno hubert,jean masson chaumont,2,lomba gilles,2,1,1,2,-,-,5,-,60%,0%,4,-,1,2,50%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,3,loh lucas,2,1,-1,5,-,-,15,3,40%,27%,7,-,-,2,29%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,5,nascimento dos santos leandro,10,2,4,5,4,-,2,-,100%,0%,13,1,1,8,62%,2
5289,2021-04-10,tours,henno hubert,jean masson chaumont,8,chauvin gary,1,1,1,2,-,1,-,-,.,.,-,-,-,-,.,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,10,ventura machado pablo natan,2,1,-2,4,3,-,-,-,.,.,3,1,-,2,67%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,11,toledo pierre,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,12,bruckert thiebault,1,1,-,5,-,-,1,-,100%,100%,4,-,1,1,25%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,13,lemeur tanguy (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,15,de oliveira montes da silva petrus,2,-,-,4,2,-,-,-,.,.,2,-,-,2,100%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,16,rossard nicolas (l),-,-,-2,-,-,-,20,2,50%,35%,-,-,-,-,.,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,17,coric zeljko,2,1,-2,12,3,1,-,-,.,.,2,-,1,1,50%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,19,udrys artur,9,1,3,6,2,-,-,-,.,.,21,2,2,9,43%,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,20,perry luke,-,-,-,1,-,-,3,-,67%,67%,-,-,-,-,.,-
5289,2021-04-10,tours,henno hubert,jean masson chaumont,,totals,40,10,-,56,18,2,61,6,49%,26%,77,5,11,35,45%,3
