Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,1,kroiss philipp (l),-,-,-1,-,-,-,23,1,70%,61%,-,-,-,-,.,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,2,bazin yannick,3,2,1,16,2,-,-,-,.,.,-,-,-,-,.,3
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,3,osoria rodriguez livan,10,5,1,20,5,2,1,-,100%,100%,13,1,3,7,54%,1
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,4,takaniko boris,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,5,pire mathias,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,6,dutra oliveira yago,9,1,-7,15,5,1,29,9,31%,21%,15,-,2,8,53%,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,9,quiroga gonzalo,11,3,4,15,3,-,25,3,52%,44%,29,-,1,11,38%,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,10,marshman michael,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,12,cagliari daniel,22,9,13,19,4,2,-,-,.,.,33,1,4,18,55%,2
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,17,jecmenica ivan,8,2,6,16,-,-,-,-,.,.,10,1,1,7,70%,1
4843,2020-12-12,cambrai,denys gabriel,jean masson chaumont,,totals,63,22,17,102,19,5,78,13,50%,41%,100,3,11,51,51%,7
