Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,1,kroiss philipp (l),-,-,-,-,-,-,20,-,55%,25%,-,-,-,-,.,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,2,martinez gion ramon renaldo,5,1,3,5,-,-,10,2,70%,40%,10,-,-,5,50%,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,3,osoria rodriguez livan,10,3,6,10,4,-,1,-,100%,100%,9,-,-,8,89%,2
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,4,takaniko boris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,6,dutra oliveira yago,9,2,1,16,2,-,23,1,78%,39%,18,3,2,8,44%,1
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,7,villard paul,6,2,-3,8,4,-,16,1,63%,13%,17,1,3,5,29%,1
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,10,marshman michael,-,-,-,7,-,-,-,-,.,.,1,-,-,-,0%,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,11,pepin tinaël,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,12,ropret gregor,3,-,-,15,2,1,1,-,0%,0%,4,1,-,2,50%,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,13,tupchii vasyl,13,-,4,17,5,-,-,-,.,.,31,1,3,13,42%,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,15,mitrasinovic tomislav,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,17,jecmenica ivan,7,1,5,13,2,-,1,-,100%,0%,8,-,-,5,63%,2
5490,2022-03-12,cambrai,ondrusek roman,lawson body poitiers,,totals,53,9,16,91,19,1,72,4,67%,29%,99,6,8,46,46%,6
