Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,1,quinquis ugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,4,jorna gijs,8,-,-1,13,4,-,28,1,64%,25%,21,1,3,7,33%,1
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,5,pothron antoine,-,-,-,1,-,-,1,-,100%,0%,3,-,-,-,0%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,6,kaba kevin,1,1,-3,12,1,-,-,-,.,.,4,2,1,-,0%,1
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,7,boissinot axel,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,8,panou joachim,14,3,7,13,3,2,26,1,27%,12%,23,1,2,12,52%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,9,cagliari daniel,22,4,9,14,4,1,-,-,.,.,39,5,4,21,54%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,10,martins sene luiz,6,-,2,16,4,-,-,-,.,.,10,-,-,6,60%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,11,pontes veloso thiago,1,-,-1,10,2,-,-,-,.,.,2,-,-,1,50%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,12,madsen oskar,-,-,-1,3,1,-,3,-,67%,33%,-,-,-,-,.,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,15,nack minyem lohan,1,-,-1,1,1,-,-,-,.,.,3,1,-,1,33%,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,18,santucci facundo (l),-,-,-3,-,-,-,25,3,60%,36%,-,-,-,-,.,-
5378,2021-11-23,toulouse,sapinart stéphane,robert grenon tours,,totals,53,8,8,84,20,3,83,5,52%,24%,105,10,10,48,46%,2
