Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,2,bazin yannick,3,2,-,20,3,2,-,-,.,.,1,-,-,1,100%,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,3,de souza saraiva michel,10,6,5,16,4,2,-,-,.,.,11,-,1,6,55%,2
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,5,bartos adam,18,6,11,14,1,1,26,1,62%,46%,33,3,2,15,45%,2
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,7,huetz françois,6,-,-1,6,3,-,1,-,100%,100%,15,1,3,5,33%,1
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,8,francois kévin,12,3,7,16,2,-,30,1,63%,50%,21,1,1,12,57%,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,9,moraes silva davy,14,1,4,10,4,-,-,-,.,.,28,2,4,14,50%,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,10,peironet steve (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,13,lemeur tanguy (l),-,-,-3,-,-,-,29,3,52%,38%,-,-,-,-,.,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,14,loupias mathias,6,2,5,11,1,-,-,-,.,.,6,-,-,6,100%,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,15,de oliveira montes da silva petrus,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,16,neraudau robin,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,17,lopez pascual tomas,2,-,-,-,-,-,2,-,50%,50%,4,-,2,2,50%,-
5920,2022-04-30,nantes rezé,henno hubert,vanpoulle cambrai,,totals,71,20,28,94,18,5,88,5,59%,45%,119,7,13,61,51%,5
