Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,1,gonzalez panton javier,3,2,-,17,2,1,1,1,0%,0%,2,-,-,1,50%,1
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,2,vol mathieu (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,3,gill thomas,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,6,demyanenko danny,7,1,-2,14,4,1,2,1,50%,50%,13,1,3,5,38%,1
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,7,cardin célestin,-,-,-2,2,1,-,-,-,.,.,2,-,1,-,0%,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,8,lyneel julien,10,3,8,8,2,-,23,-,48%,30%,12,-,-,8,67%,2
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,9,krajcovic simon,1,-,1,3,-,-,-,-,.,.,1,-,-,1,100%,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,10,lazo nicolas,6,1,3,4,-,-,13,-,54%,31%,12,2,1,6,50%,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,11,faure theo,16,5,9,15,2,-,2,-,50%,50%,33,4,1,13,39%,3
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,13,palacios ezequiel,13,3,5,15,4,2,22,1,41%,27%,29,1,2,11,38%,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,14,le goff nicolas,5,1,3,10,2,-,-,-,.,.,6,-,-,4,67%,1
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,16,gonzalez alexis (l),-,-,-4,-,-,-,19,4,37%,32%,-,-,-,-,.,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,20,lecat julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5323,2021-10-09,montpellier,lecat olivier,chaban delmas castelnau-le-lez,,totals,61,16,21,90,17,4,82,7,44%,30%,110,8,8,49,45%,8
