Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,2,bazin yannick,-,-,-,7,-,-,2,-,100%,0%,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,3,de souza saraiva michel,4,3,3,8,-,-,1,-,100%,100%,9,-,1,2,22%,2
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,5,bartos adam,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,7,huetz françois,5,3,-5,11,3,1,23,1,35%,0%,15,2,4,3,20%,1
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,8,francois kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,9,moraes silva davy,12,2,3,11,3,2,1,1,0%,0%,20,3,2,10,50%,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,10,peironet steve (l),-,-,-6,-,-,-,21,6,43%,24%,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,12,pasquier julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,13,lemeur tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,14,loupias mathias,-,-,-1,-,-,-,-,-,.,.,1,-,1,-,0%,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,15,de oliveira montes da silva petrus,8,3,6,13,1,1,-,-,.,.,11,1,-,6,55%,1
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,16,neraudau robin,-,-,-,1,-,-,-,-,.,.,1,-,-,-,0%,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,17,lopez pascual tomas,7,1,2,9,3,-,11,-,45%,27%,11,2,-,7,64%,-
5425,2022-01-08,nantes rezé,henno hubert,arthur dugast reze,,totals,36,12,2,60,10,4,59,8,42%,15%,68,8,8,28,41%,4
