Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,1,lima bruno,12,2,6,12,2,2,1,-,100%,100%,22,4,-,10,45%,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,3,marshall steven,9,-,4,10,3,-,10,-,70%,50%,16,1,1,9,56%,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,4,cuk gojko,3,-,3,11,-,-,-,-,.,.,4,-,-,2,50%,1
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,7,giraudo matias,2,1,-,11,2,1,-,-,.,.,-,-,-,-,.,1
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,8,ribbens jelle (l),-,-,-1,-,-,-,21,1,52%,33%,-,-,-,-,.,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,9,dukic marin,11,4,3,13,2,-,25,1,32%,16%,14,3,2,8,57%,3
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,10,zonca paolo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,11,mora hugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,12,ah kong rodney-ken,2,-,-,6,-,-,-,-,.,.,8,1,1,2,25%,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,14,medina franco valentin,2,-,-2,3,2,-,-,-,.,.,6,2,-,2,33%,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,16,paolinetti luis,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
5481,2022-03-05,nice,redwitz rafael,lawson body poitiers,,totals,41,7,12,67,12,3,57,2,47%,30%,70,11,4,33,47%,5
