Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,1,de leon guimaraes da silva hugo,8,2,3,13,2,2,25,3,36%,32%,11,-,-,6,55%,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,2,ripoche arthur,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,3,nevot thomas,2,-,-1,10,1,-,1,-,100%,0%,3,2,-,1,33%,1
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,4,rouzier antonin,15,4,10,10,2,-,-,-,.,.,28,2,1,15,54%,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,5,delbeke arthur,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,6,debes julian (l),-,-,-3,-,-,-,15,3,33%,33%,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,7,nalobin alexey,5,1,2,14,1,1,2,-,50%,50%,9,2,-,2,22%,2
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,8,rebeyrol françois,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,9,suihkonen niko,8,4,-1,9,2,-,14,3,64%,29%,19,2,2,6,32%,2
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,10,paofai nohoarii,2,-,-1,6,2,-,-,-,.,.,3,-,1,1,33%,1
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,11,martin antonello,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,14,zuidberg chris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,15,ponsin arsène,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,16,gomes ruben,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,17,de jesus louis,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,20,henry mederic,3,2,2,2,1,-,1,-,100%,100%,3,-,-,2,67%,1
5370,2021-11-20,plessis-robinson,logeais cédric,pierre charpy paris 13,,totals,43,13,11,65,11,3,58,9,45%,33%,76,8,4,33,43%,7
