Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,1,lima bruno,9,3,-7,10,6,-,3,-,33%,33%,24,4,6,8,33%,1
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,3,marshall steven,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,4,cuk gojko,4,-,3,15,-,-,-,-,.,.,9,-,1,3,33%,1
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,5,salerno hector,5,1,-,6,1,-,18,1,50%,28%,11,3,-,4,36%,1
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,7,giraudo matias,7,4,4,14,3,3,1,-,0%,0%,4,-,-,4,100%,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,8,ribbens jelle (l),-,-,-2,-,-,-,23,2,30%,26%,-,-,-,-,.,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,9,dukic marin,3,-,-2,6,2,-,7,-,43%,0%,8,2,1,3,38%,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,10,zonca paolo,15,4,5,14,4,-,23,2,35%,30%,26,3,1,13,50%,2
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,11,mora hugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,12,ah kong rodney-ken,5,2,3,11,-,-,1,1,0%,0%,5,-,1,3,60%,2
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,16,paolinetti luis,2,1,-1,2,2,-,-,-,.,.,5,1,-,2,40%,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,17,nack-minyem william,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5402,2021-12-17,nice,redwitz rafael,pierre dumortier tourcoing,,totals,50,15,3,78,18,3,76,6,37%,25%,92,13,10,40,43%,7
