Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,3,de souza saraiva michel,15,6,14,11,1,-,2,-,50%,0%,16,-,-,12,75%,3
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,4,galtie timothé,2,2,-,1,1,-,-,-,.,.,4,-,1,1,25%,1
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,5,bartos adam,3,1,-1,5,1,1,9,-,44%,33%,8,1,2,2,25%,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,7,huetz françois,1,1,1,-,-,-,-,-,.,.,3,-,-,1,33%,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,8,francois kévin,1,1,-4,5,1,-,10,2,40%,20%,7,-,2,-,0%,1
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,9,moraes silva davy,14,3,-1,10,6,-,-,-,.,.,26,5,4,12,46%,2
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,10,peironet steve (l),-,-,-2,-,-,-,43,2,67%,53%,-,-,-,-,.,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,12,pasquier julien (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,13,lemeur tanguy,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,14,loupias mathias,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,15,de oliveira montes da silva petrus,10,2,4,21,3,1,1,-,0%,0%,17,-,3,9,53%,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,16,neraudau robin,2,-,-,16,1,-,2,1,50%,0%,2,-,-,2,100%,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,17,lopez pascual tomas,21,7,12,19,3,2,15,-,80%,27%,37,4,2,18,49%,1
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,18,repak martin,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5480,2022-03-05,nantes rezé,henno hubert,arthur dugast reze,,totals,69,23,23,91,17,4,82,5,62%,39%,120,10,14,57,48%,8
