Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,1,domenech tous joan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,3,bassereau rémi,7,1,1,8,-,-,26,1,54%,35%,17,3,2,5,29%,2
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,4,socie victor,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,5,uriarte nicolas,2,2,2,13,-,1,-,-,.,.,-,-,-,-,.,1
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,6,jouffroy quentin,5,4,1,9,1,3,-,-,.,.,7,-,3,1,14%,1
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,7,verissimo allan,3,1,-,7,3,-,8,-,75%,38%,10,-,-,3,30%,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,9,bouguerra aymen,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,10,durand théo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,12,zerba nicolas,6,2,4,11,1,-,1,-,0%,0%,8,1,-,4,50%,2
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,16,duee ludovic (l),-,-,-,-,-,-,18,-,44%,28%,-,-,-,-,.,-
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,17,zanotti lisandro,12,2,7,14,4,-,12,-,75%,58%,15,-,1,11,73%,1
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,18,ramos martin,3,1,1,9,2,1,-,-,.,.,9,-,-,1,11%,1
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,20,rodrigues de araujo rafael,19,4,9,12,5,-,-,-,.,.,29,1,4,17,59%,2
5330,2021-10-16,narbonne,falasca guillermo,arena narbonne,,totals,57,17,25,84,16,5,65,1,57%,37%,95,5,10,42,44%,10
