Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,1,gutierrez suarez josé miguel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,2,mergarejo osniel,15,5,7,19,4,2,27,1,52%,26%,21,1,2,12,57%,1
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,4,gueye moussé,8,3,5,8,2,-,2,1,0%,0%,7,-,-,5,71%,3
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,5,laumon maxime,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,6,corre raphaël,2,2,-1,15,2,-,-,-,.,.,4,1,-,1,25%,1
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,8,plak fabian,3,-,3,5,-,-,-,-,.,.,3,-,-,2,67%,1
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,10,aciobanitei robert-adrian,18,5,11,17,4,2,30,1,60%,33%,25,-,2,14,56%,2
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,12,herrera jaime jesus,17,7,2,20,7,2,2,1,50%,0%,26,5,2,13,50%,2
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,14,da silva cédric,-,-,-1,5,1,-,-,-,.,.,-,-,-,-,.,-
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,17,alonso roamy,8,3,7,7,-,-,-,-,.,.,6,-,1,5,83%,3
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,19,massimino franco (l),-,-,-2,-,-,-,9,2,44%,33%,-,-,-,-,.,-
5337,2021-10-23,chaumont,prandi silvano,palestra chaumont,,totals,71,25,31,97,20,6,70,6,53%,29%,92,7,7,52,57%,13
