Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,3,bassereau rémi,11,4,7,13,1,-,20,-,50%,35%,25,1,2,11,44%,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,4,socie victor,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,5,uriarte nicolas,2,1,-,14,1,1,-,-,.,.,2,1,-,1,50%,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,6,jouffroy quentin,2,1,-1,6,1,-,2,-,50%,0%,3,-,2,1,33%,1
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,7,verissimo allan,12,5,2,16,3,2,17,2,41%,29%,20,3,2,10,50%,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,9,bouguerra aymen,13,7,-,16,5,2,-,-,.,.,21,4,4,9,43%,2
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,10,durand théo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,12,zerba nicolas,10,4,9,15,1,-,3,-,67%,33%,13,-,-,6,46%,4
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,15,faganas julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,16,duee ludovic (l),-,-,-1,-,-,-,20,1,55%,30%,-,-,-,-,.,-
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,18,ramos martin,14,4,12,15,2,1,4,-,75%,50%,15,-,-,11,73%,2
5400,2021-12-11,narbonne,falasca guillermo,palestra chaumont,,totals,64,26,27,96,15,6,66,3,52%,32%,99,9,10,49,49%,9
