Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,1,de leon guimaraes da silva hugo,1,-,-1,2,-,-,1,-,100%,0%,3,2,-,1,33%,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,3,nevot thomas,1,-,-,16,1,-,-,-,.,.,1,-,-,1,100%,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,4,rouzier antonin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,5,delbeke arthur,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,6,debes julian (l),-,-,-,-,-,-,35,-,57%,31%,-,-,-,-,.,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,7,nalobin alexey,12,4,6,16,3,-,-,-,.,.,12,2,1,8,67%,4
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,8,rebeyrol françois,13,4,1,14,3,-,23,2,48%,30%,26,5,2,11,42%,2
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,9,suihkonen niko,13,1,9,20,-,-,27,1,59%,30%,25,2,1,13,52%,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,10,paofai nohoarii,13,4,12,17,1,1,2,-,100%,50%,13,-,-,9,69%,3
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,14,zuidberg chris,17,4,2,18,6,1,1,-,0%,0%,31,7,2,16,52%,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,20,henry mederic,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5926,2022-05-07,plessis-robinson,logeais cédric,andré brouat toulouse,,totals,70,17,29,105,14,2,89,3,56%,30%,111,18,6,59,53%,9
