Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,1,quinquis ugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,2,d'hollander paul,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,4,jorna gijs,2,-,-2,5,-,-,17,1,59%,18%,14,1,2,2,14%,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,5,pothron antoine,8,2,1,9,2,-,22,2,41%,23%,18,2,1,7,39%,1
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,6,kaba kevin,8,5,5,14,2,3,1,-,0%,0%,9,1,-,3,33%,2
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,7,boissinot axel (l),-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,8,panou joachim,7,3,1,10,3,1,15,-,73%,53%,13,2,1,5,38%,1
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,9,cagliari daniel,23,7,8,17,4,1,-,-,.,.,47,5,6,21,45%,1
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,10,martins sene luiz,11,1,9,11,1,-,1,-,0%,0%,14,-,1,10,71%,1
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,11,pontes veloso thiago,-,-,-2,12,2,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,12,madsen oskar,5,-,1,4,3,-,9,-,44%,22%,7,-,1,5,71%,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,15,nack minyem lohan,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,17,assani-vignau titouan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,18,santucci facundo (l),-,-,-1,-,-,-,18,1,61%,39%,-,-,-,-,.,-
5390,2021-12-04,toulouse,sapinart stéphane,arena narbonne,,totals,64,18,20,85,17,5,83,4,54%,30%,122,11,12,53,43%,6
