Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,1,hernan guillermo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,2,motta paes kellian,2,2,-4,11,6,1,1,-,0%,0%,2,-,-,1,50%,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,3,marty joshua,-,-,-2,5,2,-,-,-,.,.,-,-,-,-,.,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,4,poda danny,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,5,michelucci moralez renan,2,1,1,-,-,-,-,-,.,.,4,-,1,2,50%,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,8,kovacevic nikola,18,7,5,20,6,-,27,2,44%,15%,35,1,4,16,46%,2
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,9,mendez nicolas,15,3,7,13,3,-,34,-,44%,26%,28,1,4,13,46%,2
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,11,kujundzic miran,15,2,1,18,4,-,2,-,50%,50%,41,2,8,15,37%,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,14,diez benjamin (l),-,-,-,-,-,-,24,-,42%,21%,-,-,-,-,.,-
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,15,fiel david,10,4,9,17,1,2,3,-,33%,33%,11,-,-,6,55%,2
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,18,jurkovics mathaus,4,-,1,7,2,-,1,-,0%,0%,6,1,-,3,50%,1
5406,2022-01-25,paris,rougeyron dorian,chaban delmas castelnau-le-lez,,totals,66,19,18,91,24,3,92,2,42%,22%,127,5,17,56,44%,7
