Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,1,gutierrez suarez josé miguel,3,-,1,2,1,-,9,-,44%,11%,4,-,1,3,75%,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,2,mergarejo osniel,17,7,8,21,4,1,27,-,37%,26%,28,3,2,14,50%,2
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,4,gueye moussé,1,-,-1,6,1,-,-,-,.,.,3,1,-,1,33%,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,5,laumon maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,6,corre raphaël,4,2,2,10,2,-,-,-,.,.,2,-,-,2,100%,2
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,8,plak fabian,7,2,4,11,2,-,1,-,100%,100%,9,1,-,5,56%,2
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,9,dadash adeh karil,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,10,aciobanitei robert-adrian,13,3,4,20,5,1,30,-,60%,30%,30,2,2,11,37%,1
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,12,herrera jaime jesus,17,1,5,19,5,1,-,-,.,.,34,3,4,15,44%,1
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,14,da silva cédric,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,15,roatta maxime,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,17,alonso roamy,8,3,7,14,1,2,1,-,0%,0%,9,-,-,6,67%,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,19,massimino franco (l),-,-,-1,-,-,-,15,1,73%,40%,-,-,-,-,.,-
5349,2021-10-30,chaumont,prandi silvano,palestra chaumont,,totals,70,18,29,106,21,5,83,1,53%,29%,119,10,9,57,48%,8
