Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5868,2022-04-10,sète,duflos patrick,arena narbonne,1,gauna maximiliano,9,2,7,17,2,2,1,-,0%,0%,15,-,-,5,33%,2
5868,2022-04-10,sète,duflos patrick,arena narbonne,3,chirivino maximiliano,-,-,-1,13,1,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,4,geiler  baptiste,5,3,-2,12,2,1,18,2,28%,17%,19,2,1,4,21%,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,7,garcia matthieu,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,8,diop cheikh,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,9,picard  tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,10,sclater ryan,26,8,17,14,2,1,-,-,.,.,49,3,4,24,49%,1
5868,2022-04-10,sète,duflos patrick,arena narbonne,11,mabiala vincent,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,13,beriot timo,-,-,-2,3,1,-,3,1,33%,0%,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,14,deveze romain (l),-,-,-3,-,-,-,27,3,37%,30%,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,15,karlitzek moritz,16,7,8,16,5,3,30,1,47%,20%,30,-,2,12,40%,1
5868,2022-04-10,sète,duflos patrick,arena narbonne,16,fouillade  hugo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5868,2022-04-10,sète,duflos patrick,arena narbonne,18,kreek ardo,12,4,7,15,2,-,4,-,75%,25%,15,1,2,9,60%,3
5868,2022-04-10,sète,duflos patrick,arena narbonne,,totals,68,24,31,90,15,7,83,7,40%,22%,128,6,9,54,42%,7
