Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,1,elsafy abdelhakem youssef hamdy,-,-,-,1,-,-,2,-,0%,0%,-,-,-,-,.,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,2,cannessant tom (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,3,noda blanco sergio,16,2,7,15,-,-,27,2,33%,4%,29,2,5,16,55%,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,4,ramon luca (l),-,-,-1,1,-,-,26,1,69%,42%,-,-,-,-,.,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,5,concepcion rojas javier octavio,11,4,7,19,4,1,2,-,50%,50%,14,-,-,8,57%,2
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,6,poglajen cristian,7,4,3,13,2,-,23,1,48%,13%,12,-,1,7,58%,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,8,carisio sobrinho eduardo,2,1,-3,18,4,1,-,-,.,.,3,-,1,1,33%,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,9,helfer thomas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,10,prevert  gildas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,12,voulkidis théodoros,11,-,5,16,6,-,1,-,100%,0%,15,-,-,11,73%,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,14,jeanlys samuel,3,2,3,-,-,-,-,-,.,.,5,-,-,2,40%,1
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,15,neves atu chizoba eduardo,23,10,15,24,2,3,1,-,0%,0%,45,4,2,20,44%,-
5470,2022-02-19,poitiers,donat brice,lawson body poitiers,,totals,73,23,36,107,18,5,82,4,49%,20%,123,6,9,65,53%,3
