Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,1,kroiss philipp (l),-,-,-2,-,-,-,18,2,44%,22%,-,-,-,-,.,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,2,martinez gion ramon rénaldo,2,2,-3,3,1,-,9,1,44%,22%,10,2,1,2,20%,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,3,osoria rodriguez livan,4,2,1,12,2,-,-,-,.,.,8,1,-,4,50%,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,4,takaniko boris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,5,lalisse  rémy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,6,dutra oliveira yago,12,4,8,14,-,1,18,1,67%,22%,22,3,-,10,45%,1
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,7,villard paul,18,7,9,13,5,1,27,2,59%,22%,21,-,2,14,67%,3
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,10,marshman michael,5,2,4,4,1,1,-,-,.,.,6,-,-,3,50%,1
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,12,ropret gregor,2,1,-,15,2,-,-,-,.,.,4,-,-,2,50%,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,13,tupchii vasyl,19,11,7,15,3,1,-,-,.,.,36,7,2,13,36%,5
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,15,mitrasinovic tomislav,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,17,jecmenica ivan,11,4,10,19,1,-,-,-,.,.,9,-,-,7,78%,4
5885,2022-04-20,cambrai,denys gabriel,andré brouat toulouse,,totals,73,33,34,95,15,4,72,6,56%,22%,116,13,5,55,47%,14
