Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,1,lemay julien (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,2,loubeyre thibault (l),-,-,-1,-,-,-,19,1,58%,42%,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,4,chamala alix,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,7,ramme felipi,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,8,coulet eliot,1,1,1,5,-,1,-,-,.,.,1,-,-,-,0%,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,9,loser agustin,15,4,8,15,5,-,-,-,.,.,18,1,1,11,61%,4
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,10,winkelmuller julien,28,7,22,16,2,1,-,-,.,.,43,2,2,27,63%,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,11,roehrig simon,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,12,cardenas julio,17,11,2,16,6,2,41,3,37%,22%,23,2,4,13,57%,2
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,13,vaccari gabriel,20,10,14,20,2,4,18,1,28%,22%,29,1,2,13,45%,3
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,14,bultor daryl,7,1,2,18,3,-,7,-,71%,29%,12,1,1,7,58%,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,15,sanchez matias,1,1,-2,20,3,1,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,17,bertolini gabriel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,18,gempin grégory,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5343,2021-10-26,tourcoing,motta paes mauricio,pierre dumortier tourcoing,,totals,89,35,45,111,22,9,85,5,42%,27%,126,7,10,71,56%,9
