Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,3,bassereau rémi,8,5,3,13,1,-,37,-,78%,49%,16,4,-,8,50%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,4,socie victor,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,5,uriarte nicolas,1,1,-1,15,2,1,-,-,.,.,1,-,-,-,0%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,6,jouffroy quentin,4,3,2,7,1,-,-,-,.,.,7,1,-,2,29%,2
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,7,verissimo allan,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,9,bouguerra aymen,2,-,2,-,-,-,-,-,.,.,2,-,-,2,100%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,10,durand théo (l),1,1,1,-,-,-,-,-,.,.,1,-,-,1,100%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,12,zerba nicolas,1,-,1,1,-,-,-,-,.,.,1,-,-,-,0%,1
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,15,faganas julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,16,duee ludovic (l),-,-,-1,-,-,-,15,1,80%,53%,-,-,-,-,.,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,17,zanotti lisandro,10,1,2,15,3,-,8,-,50%,25%,21,2,3,10,48%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,18,ramos martin,10,6,3,12,3,-,1,-,100%,100%,9,3,1,3,33%,7
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,20,rodrigues de araujo rafael,19,3,11,11,4,-,-,-,.,.,27,3,1,19,70%,-
5474,2022-02-26,narbonne,falasca guillermo,andré brouat toulouse,,totals,56,20,23,75,14,1,61,1,75%,48%,85,13,5,45,53%,10
