Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,1,quinquis ugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,2,d'hollander paul,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,4,jorna gijs,6,2,2,12,2,-,9,-,78%,56%,11,1,1,5,45%,1
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,5,pothron antoine,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,6,kaba kevin,6,4,6,10,-,-,1,-,0%,0%,3,-,-,2,67%,4
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,7,boissinot axel,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,8,panou joachim,24,8,17,15,3,-,2,-,100%,0%,32,1,3,23,72%,1
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,9,cagliari daniel (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,10,martins sene luiz,8,5,6,14,-,-,1,-,0%,0%,8,1,1,5,63%,3
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,11,pontes veloso thiago,-,-,-1,8,1,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,12,madsen oskar,9,1,3,10,2,-,19,3,58%,32%,19,-,1,8,42%,1
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,15,nack minyem lohan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,17,assani-vignau titouan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,18,santucci facundo (l),-,-,-1,-,-,-,17,1,71%,29%,-,-,-,-,.,-
5398,2021-12-11,toulouse,sapinart stéphane,andré brouat toulouse,,totals,53,20,32,72,8,-,49,4,65%,33%,73,3,6,43,59%,10
