Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,2,bazin yannick,1,1,-,12,1,-,-,-,.,.,1,-,-,1,100%,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,3,de souza saraiva michel,5,1,-,7,4,-,-,-,.,.,9,-,1,5,56%,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,5,bartos adam,9,5,7,8,-,1,18,2,28%,17%,14,-,-,6,43%,2
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,7,huetz françois,2,-,-1,3,2,-,-,-,.,.,3,-,1,1,33%,1
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,8,francois kévin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,9,moraes silva davy,10,4,4,10,1,-,1,-,0%,0%,19,4,1,7,37%,3
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,10,peironet steve (l),-,-,-3,-,-,-,27,3,37%,26%,-,-,-,-,.,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,13,lemeur tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,14,loupias mathias,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,15,de oliveira montes da silva petrus,6,1,5,13,1,-,-,-,.,.,7,-,-,5,71%,1
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,16,neraudau robin,1,1,1,3,-,1,-,-,.,.,-,-,-,-,.,-
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,17,lopez pascual tomas,8,-,-,10,3,-,10,1,40%,20%,19,3,1,7,37%,1
5393,2021-12-04,nantes rezé,henno hubert,robert grenon tours,,totals,42,13,13,66,12,2,56,6,34%,21%,72,7,4,32,44%,8
