Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,3,bassereau rémi,10,3,1,6,1,-,28,4,50%,32%,18,3,1,10,56%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,5,uriarte nicolas,1,-,-1,10,2,-,-,-,.,.,1,-,-,1,100%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,6,jouffroy quentin,1,-,-,3,1,-,2,-,50%,50%,1,-,-,1,100%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,7,verissimo allan,5,1,1,8,2,1,5,-,60%,20%,8,1,1,3,38%,1
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,9,bouguerra aymen,3,2,-2,4,2,1,4,1,25%,25%,5,1,1,2,40%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,10,durand théo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,12,zerba nicolas,2,-,1,4,1,-,-,-,.,.,3,-,-,2,67%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,16,duee ludovic (l),-,-,-4,-,-,-,19,4,37%,21%,-,-,-,-,.,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,17,zanotti lisandro,1,-,-4,6,1,-,3,-,33%,33%,6,2,2,1,17%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,18,ramos martin,8,2,5,9,2,-,3,-,67%,67%,6,1,-,3,50%,5
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,20,rodrigues de araujo rafael,8,-,-2,6,3,-,-,-,.,.,21,4,3,8,38%,-
5465,2022-02-18,narbonne,falasca guillermo,louis marty sète,,totals,39,8,-5,56,15,2,64,9,45%,30%,69,12,8,31,45%,6
