Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
5416,2022-01-04,nice,redwitz rafael,arena narbonne,1,lima bruno,23,5,11,22,3,2,1,-,0%,0%,37,6,3,20,54%,1
5416,2022-01-04,nice,redwitz rafael,arena narbonne,3,marshall steven,4,2,4,7,-,-,12,-,50%,25%,6,-,-,3,50%,1
5416,2022-01-04,nice,redwitz rafael,arena narbonne,4,cuk gojko,4,-,2,8,2,-,-,-,.,.,8,-,-,3,38%,1
5416,2022-01-04,nice,redwitz rafael,arena narbonne,5,salerno hector,9,2,1,8,2,-,16,1,63%,38%,25,2,3,9,36%,-
5416,2022-01-04,nice,redwitz rafael,arena narbonne,7,giraudo matias,5,3,2,15,3,1,-,-,.,.,4,-,-,1,25%,3
5416,2022-01-04,nice,redwitz rafael,arena narbonne,8,ribbens jelle (l),-,-,-2,-,-,-,25,2,56%,36%,-,-,-,-,.,-
5416,2022-01-04,nice,redwitz rafael,arena narbonne,9,dukic marin,8,4,7,8,-,2,3,-,0%,0%,7,1,-,5,71%,1
5416,2022-01-04,nice,redwitz rafael,arena narbonne,10,zonca paolo,5,2,-3,14,2,2,27,2,56%,22%,17,1,3,3,18%,-
5416,2022-01-04,nice,redwitz rafael,arena narbonne,11,mora hugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5416,2022-01-04,nice,redwitz rafael,arena narbonne,12,ah kong rodney-ken,8,3,8,19,-,-,-,-,.,.,13,-,-,7,54%,1
5416,2022-01-04,nice,redwitz rafael,arena narbonne,14,medina franco valentin,5,2,3,6,2,-,1,-,0%,0%,4,-,-,3,75%,2
5416,2022-01-04,nice,redwitz rafael,arena narbonne,16,paolinetti luis,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
5416,2022-01-04,nice,redwitz rafael,arena narbonne,,totals,71,23,33,107,14,7,85,5,53%,28%,121,10,9,54,45%,10
