Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,1,buiatti renan,11,4,8,9,1,-,-,-,.,.,20,1,1,9,45%,2
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,2,loubeyre thibault (l),-,-,-3,-,-,-,10,3,50%,20%,-,-,-,-,.,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,6,lavigne tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,7,goncalves antony gabriel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,8,coulet eliot,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,9,blankenau jay,-,-,-3,12,3,-,-,-,.,.,1,-,-,-,0%,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,10,reichert moritz,14,3,7,8,2,-,18,-,67%,39%,21,2,3,11,52%,3
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,12,vanberkel lucas,9,4,9,15,-,-,1,-,100%,100%,6,-,-,5,83%,4
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,14,bultor daryl,12,6,9,17,2,4,1,-,100%,0%,10,1,-,6,60%,2
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,17,barnes ryley,15,11,9,15,3,4,25,-,76%,40%,19,2,1,9,47%,2
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,18,gempin grégory,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,20,strehlau alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6462,2023-02-04,tourcoing,motta paes mauricio,salle maréchal harnes,,totals,61,28,36,77,11,8,55,3,69%,36%,78,6,5,40,51%,13
