Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,1,buiatti renan,14,4,9,15,-,-,1,-,100%,0%,31,3,2,14,45%,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,2,loubeyre thibault (l),-,-,-1,-,-,-,24,1,46%,25%,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,6,lavigne tom,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,7,goncalves antony gabriel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,8,coulet eliot,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,9,blankenau jay,4,2,-,12,4,-,-,-,.,.,2,-,-,2,100%,2
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,10,reichert moritz,19,6,14,23,-,3,20,-,60%,20%,33,-,5,15,45%,1
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,12,vanberkel lucas,8,2,6,12,1,-,1,-,0%,0%,12,-,1,7,58%,1
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,14,bultor daryl,12,4,8,17,4,3,1,-,0%,0%,14,-,-,8,57%,1
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,17,barnes ryley,22,9,13,18,5,1,30,3,50%,33%,34,-,1,19,56%,2
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,18,gempin grégory,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,20,strehlau alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6499,2023-03-12,tourcoing,motta paes mauricio,stab vélodrome roubaix,,totals,79,27,48,98,15,7,77,4,51%,26%,126,3,9,65,52%,7
